Date,Team,xG,xA,xPTS,match_or_not
12/09/2015,Everton,1.18,0.66,1.86,1
12/09/2015,Norwich,1.33,0.39,2.23,1
12/09/2015,Manchester United,1.46,1.03,1.79,1
12/09/2015,Arsenal,4.43,0.19,2.98,1
12/09/2015,Manchester City,3.09,0.74,2.82,1
12/09/2015,Watford,1.57,0.50,2.28,1
12/09/2015,Southampton,1.01,0.41,1.90,1
12/09/2015,West Bromwich Albion,0.41,1.01,0.76,1
12/09/2015,Crystal Palace,0.74,3.09,0.12,1
12/09/2015,Swansea,0.50,1.57,0.49,1
12/09/2015,Bournemouth,0.39,1.33,0.52,1
12/09/2015,Chelsea,0.66,1.18,0.84,1
12/09/2015,Liverpool,1.03,1.46,0.89,1
12/09/2015,Stoke,0.19,4.43,0.01,1
13/09/2015,Leicester,1.35,0.95,1.67,1
13/09/2015,Tottenham,1.46,1.04,1.68,1
13/09/2015,Aston Villa,0.95,1.35,1.03,1
13/09/2015,Sunderland,1.04,1.46,1.02,1
14/09/2015,West Ham,1.71,0.72,2.20,1
14/09/2015,Newcastle United,0.72,1.71,0.57,1
19/09/2015,Bournemouth,0.64,0.85,1.08,1
19/09/2015,Chelsea,2.07,0.78,2.36,1
19/09/2015,West Ham,1.00,2.98,0.24,1
19/09/2015,Watford,1.34,1.15,1.52,1
19/09/2015,West Bromwich Albion,0.63,0.88,1.07,1
19/09/2015,Leicester,1.23,1.15,1.43,1
19/09/2015,Stoke,1.15,1.23,1.24,1
19/09/2015,Everton,1.77,0.86,2.06,1
19/09/2015,Swansea,0.86,1.77,0.70,1
19/09/2015,Newcastle United,1.15,1.34,1.18,1
19/09/2015,Manchester City,2.98,1.00,2.64,1
19/09/2015,Aston Villa,0.88,0.63,1.56,1
19/09/2015,Sunderland,0.85,0.64,1.56,1
19/09/2015,Arsenal,0.78,2.07,0.45,1
20/09/2015,Manchester United,1.65,1.84,1.24,1
20/09/2015,Tottenham,1.02,0.54,1.76,1
20/09/2015,Norwich,0.56,1.90,0.44,1
20/09/2015,Liverpool,1.90,0.56,2.36,1
20/09/2015,Southampton,1.84,1.65,1.51,1
20/09/2015,Crystal Palace,0.54,1.02,0.90,1
26/09/2015,Arsenal,3.90,1.39,2.67,1
26/09/2015,Tottenham,2.31,1.58,1.90,1
26/09/2015,Manchester United,2.90,0.83,2.77,1
26/09/2015,Southampton,1.55,1.42,1.41,1
26/09/2015,Liverpool,1.78,0.89,2.03,1
26/09/2015,Stoke,1.94,0.87,2.24,1
26/09/2015,Norwich,1.39,2.60,0.62,1
26/09/2015,Chelsea,1.31,0.70,1.86,1
26/09/2015,West Ham,2.60,1.39,2.19,1
26/09/2015,Newcastle United,0.70,1.31,0.85,1
26/09/2015,Aston Villa,0.89,1.78,0.73,1
26/09/2015,Bournemouth,0.87,1.94,0.54,1
26/09/2015,Swansea,1.42,1.55,1.28,1
26/09/2015,Leicester,1.39,3.90,0.24,1
26/09/2015,Manchester City,1.58,2.31,0.88,1
26/09/2015,Sunderland,0.83,2.90,0.14,1
27/09/2015,Crystal Palace,2.34,0.69,2.54,1
27/09/2015,Watford,0.69,2.34,0.31,1
28/09/2015,Everton,2.30,1.28,2.14,1
28/09/2015,West Bromwich Albion,1.28,2.30,0.65,1
03/10/2015,Manchester City,3.33,0.98,2.71,1
03/10/2015,Southampton,1.58,0.52,2.22,1
03/10/2015,Crystal Palace,1.99,0.26,2.73,1
03/10/2015,Leicester,3.00,1.18,2.54,1
03/10/2015,Stoke,1.03,0.84,1.49,1
03/10/2015,Sunderland,1.08,1.94,0.73,1
03/10/2015,West Ham,1.94,1.08,2.03,1
03/10/2015,Bournemouth,1.50,0.91,1.90,1
03/10/2015,Watford,0.91,1.50,0.81,1
03/10/2015,Norwich,1.18,3.00,0.33,1
03/10/2015,Aston Villa,0.84,1.03,1.17,1
03/10/2015,Chelsea,0.52,1.58,0.54,1
03/10/2015,West Bromwich Albion,0.26,1.99,0.17,1
03/10/2015,Newcastle United,0.98,3.33,0.20,1
04/10/2015,Arsenal,2.17,1.04,2.23,1
04/10/2015,Tottenham,1.18,0.77,1.69,1
04/10/2015,Swansea,0.77,1.18,1.01,1
04/10/2015,Everton,1.20,1.31,1.27,1
04/10/2015,Liverpool,1.31,1.20,1.44,1
04/10/2015,Manchester United,1.04,2.17,0.56,1
17/10/2015,Manchester City,4.71,0.17,3.00,1
17/10/2015,Arsenal,2.69,0.25,2.85,1
17/10/2015,Manchester United,1.48,0.65,2.04,1
17/10/2015,West Ham,2.76,1.08,2.51,1
17/10/2015,Chelsea,1.23,0.80,1.72,1
17/10/2015,West Bromwich Albion,2.08,0.66,2.57,1
17/10/2015,Southampton,1.47,2.79,0.58,1
17/10/2015,Leicester,2.79,1.47,2.24,1
17/10/2015,Tottenham,0.59,0.72,1.14,1
17/10/2015,Liverpool,0.72,0.59,1.46,1
17/10/2015,Sunderland,0.66,2.08,0.28,1
17/10/2015,Crystal Palace,1.08,2.76,0.34,1
17/10/2015,Aston Villa,0.80,1.23,0.96,1
17/10/2015,Everton,0.65,1.48,0.71,1
17/10/2015,Watford,0.25,2.69,0.09,1
17/10/2015,Bournemouth,0.17,4.71,0.00,1
18/10/2015,Newcastle United,2.25,1.34,2.03,1
18/10/2015,Norwich,1.34,2.25,0.75,1
19/10/2015,Stoke,1.65,0.49,2.41,1
19/10/2015,Swansea,0.49,1.65,0.39,1
24/10/2015,Watford,1.04,0.85,1.48,1
24/10/2015,West Ham,0.77,1.14,1.01,1
24/10/2015,Arsenal,2.56,0.37,2.79,1
24/10/2015,Swansea,1.74,1.10,1.92,1
24/10/2015,Leicester,1.34,0.24,2.63,1
24/10/2015,West Bromwich Albion,1.45,1.03,1.75,1
24/10/2015,Aston Villa,1.10,1.74,0.81,1
24/10/2015,Everton,0.37,2.56,0.13,1
24/10/2015,Chelsea,1.14,0.77,1.66,1
24/10/2015,Crystal Palace,0.24,1.34,0.21,1
24/10/2015,Norwich,1.03,1.45,0.96,1
24/10/2015,Stoke,0.85,1.04,1.18,1
25/10/2015,Tottenham,3.43,0.49,2.92,1
25/10/2015,Sunderland,2.38,1.42,2.18,1
25/10/2015,Southampton,1.56,0.68,2.24,1
25/10/2015,Liverpool,0.68,1.56,0.53,1
25/10/2015,Manchester City,0.31,0.39,1.11,1
25/10/2015,Manchester United,0.39,0.31,1.33,1
25/10/2015,Newcastle United,1.42,2.38,0.62,1
25/10/2015,Bournemouth,0.49,3.43,0.05,1
31/10/2015,Arsenal,2.18,0.26,2.72,1
31/10/2015,Liverpool,0.84,0.74,1.38,1
31/10/2015,Watford,1.62,0.61,2.15,1
31/10/2015,Leicester,2.23,1.50,1.92,1
31/10/2015,Manchester City,2.84,1.17,2.59,1
31/10/2015,Crystal Palace,0.94,0.39,1.87,1
31/10/2015,Stoke,1.38,1.26,1.49,1
31/10/2015,Newcastle United,1.26,1.38,1.22,1
31/10/2015,Manchester United,0.39,0.94,0.78,1
31/10/2015,West Bromwich Albion,1.50,2.23,0.83,1
31/10/2015,Norwich,1.17,2.84,0.26,1
31/10/2015,Chelsea,0.74,0.84,1.25,1
31/10/2015,West Ham,0.61,1.62,0.61,1
31/10/2015,Swansea,0.26,2.18,0.17,1
01/11/2015,Everton,2.35,1.22,2.19,1
01/11/2015,Southampton,1.16,0.71,1.79,1
01/11/2015,Bournemouth,0.71,1.16,0.90,1
01/11/2015,Sunderland,1.22,2.35,0.62,1
03/11/2015,Tottenham,1.14,0.33,2.09,1
03/11/2015,Aston Villa,0.33,1.14,0.61,1
07/11/2015,Manchester United,1.28,0.59,2.02,1
07/11/2015,Leicester,1.56,1.01,1.84,1
07/11/2015,Southampton,1.80,0.30,2.60,1
07/11/2015,Norwich,1.20,0.40,2.13,1
07/11/2015,Stoke,0.83,1.03,1.17,1
07/11/2015,Newcastle United,0.50,1.00,0.91,1
07/11/2015,Everton,1.09,0.59,1.82,1
07/11/2015,West Ham,0.59,1.09,0.85,1
07/11/2015,Watford,1.01,1.56,0.83,1
07/11/2015,Bournemouth,1.00,0.50,1.74,1
07/11/2015,Sunderland,0.30,1.80,0.25,1
07/11/2015,Chelsea,1.03,0.83,1.50,1
07/11/2015,Swansea,0.40,1.20,0.59,1
07/11/2015,West Bromwich Albion,0.59,1.28,0.65,1
08/11/2015,Crystal Palace,0.85,2.16,0.51,1
08/11/2015,Tottenham,0.91,2.02,0.57,1
08/11/2015,Arsenal,2.02,0.91,2.23,1
08/11/2015,Aston Villa,0.18,1.53,0.24,1
08/11/2015,Manchester City,1.53,0.18,2.59,1
08/11/2015,Liverpool,2.16,0.85,2.30,1
21/11/2015,Everton,2.83,0.32,2.86,1
21/11/2015,Liverpool,2.62,1.09,2.40,1
21/11/2015,Leicester,3.27,0.37,2.93,1
21/11/2015,West Bromwich Albion,0.33,2.09,0.19,1
21/11/2015,Manchester United,1.30,1.47,1.18,1
21/11/2015,Chelsea,2.16,0.20,2.72,1
21/11/2015,Stoke,1.19,0.71,1.77,1
21/11/2015,Bournemouth,1.59,1.89,1.11,1
21/11/2015,Swansea,1.89,1.59,1.63,1
21/11/2015,Arsenal,2.09,0.33,2.71,1
21/11/2015,Watford,1.47,1.30,1.52,1
21/11/2015,Southampton,0.71,1.19,0.92,1
21/11/2015,Norwich,0.20,2.16,0.17,1
21/11/2015,Manchester City,1.09,2.62,0.44,1
21/11/2015,Newcastle United,0.37,3.27,0.04,1
21/11/2015,Aston Villa,0.32,2.83,0.09,1
22/11/2015,Tottenham,3.22,0.82,2.77,1
22/11/2015,West Ham,0.82,3.22,0.15,1
24/11/2015,Sunderland,1.31,0.70,1.93,1
24/11/2015,Crystal Palace,0.70,1.31,0.79,1
28/11/2015,Crystal Palace,1.68,0.79,2.05,1
28/11/2015,Manchester City,2.12,1.24,2.07,1
28/11/2015,Sunderland,0.86,0.79,1.31,1
28/11/2015,Watford,1.45,1.49,1.32,1
28/11/2015,Everton,0.73,1.69,0.65,1
28/11/2015,Bournemouth,1.69,0.73,2.12,1
28/11/2015,Leicester,0.88,1.06,1.17,1
28/11/2015,Manchester United,1.06,0.88,1.48,1
28/11/2015,Aston Villa,1.49,1.45,1.40,1
28/11/2015,Southampton,1.24,2.12,0.70,1
28/11/2015,Stoke,0.79,0.86,1.32,1
28/11/2015,Newcastle United,0.79,1.68,0.70,1
29/11/2015,Liverpool,1.19,0.37,2.26,1
29/11/2015,West Bromwich Albion,0.87,1.41,0.94,1
29/11/2015,Norwich,1.01,1.66,0.82,1
29/11/2015,West Ham,1.41,0.87,1.75,1
29/11/2015,Arsenal,1.66,1.01,1.90,1
29/11/2015,Chelsea,0.28,0.33,1.18,1
29/11/2015,Tottenham,0.33,0.28,1.23,1
29/11/2015,Swansea,0.37,1.19,0.48,1
05/12/2015,Leicester,2.21,0.78,2.37,1
05/12/2015,Arsenal,2.30,1.52,1.93,1
05/12/2015,Stoke,2.01,0.48,2.56,1
05/12/2015,Watford,2.07,0.31,2.71,1
05/12/2015,Bournemouth,1.26,1.67,1.06,1
05/12/2015,Aston Villa,1.06,2.86,0.36,1
05/12/2015,Southampton,2.86,1.06,2.50,1
05/12/2015,West Bromwich Albion,1.49,1.13,1.67,1
05/12/2015,Tottenham,1.13,1.49,1.01,1
05/12/2015,West Ham,1.10,1.76,0.89,1
05/12/2015,Manchester United,1.76,1.10,1.85,1
05/12/2015,Chelsea,1.67,1.26,1.67,1
05/12/2015,Sunderland,1.52,2.30,0.83,1
05/12/2015,Norwich,0.31,2.07,0.18,1
05/12/2015,Manchester City,0.48,2.01,0.29,1
05/12/2015,Swansea,0.78,2.21,0.46,1
06/12/2015,Newcastle United,0.65,1.00,0.94,1
06/12/2015,Liverpool,1.00,0.65,1.71,1
08/12/2015,Everton,1.70,1.19,1.78,1
08/12/2015,Crystal Palace,1.19,1.70,0.94,1
12/12/2015,Bournemouth,1.05,1.97,0.66,1
12/12/2015,Manchester City,1.34,0.96,1.68,1
12/12/2015,Crystal Palace,1.31,0.89,1.74,1
12/12/2015,Watford,2.06,0.88,2.23,1
12/12/2015,Everton,2.44,1.49,2.04,1
12/12/2015,Norwich,1.49,2.44,0.72,1
12/12/2015,West Ham,1.13,1.87,0.80,1
12/12/2015,Stoke,1.87,1.13,1.96,1
12/12/2015,Swansea,0.96,1.34,1.04,1
12/12/2015,Manchester United,1.97,1.05,2.10,1
12/12/2015,Southampton,0.89,1.31,0.97,1
12/12/2015,Sunderland,0.88,2.06,0.56,1
13/12/2015,Arsenal,1.68,1.01,1.96,1
13/12/2015,Newcastle United,1.55,1.03,1.87,1
13/12/2015,West Bromwich Albion,0.84,2.13,0.50,1
13/12/2015,Liverpool,2.13,0.84,2.30,1
13/12/2015,Tottenham,1.03,1.55,0.84,1
13/12/2015,Aston Villa,1.01,1.68,0.78,1
15/12/2015,Leicester,0.71,2.27,0.31,1
15/12/2015,Chelsea,2.27,0.71,2.54,1
19/12/2015,Chelsea,3.02,1.24,2.57,1
19/12/2015,Tottenham,1.47,0.83,1.92,1
19/12/2015,Leicester,2.03,1.49,1.85,1
19/12/2015,Bournemouth,1.89,0.70,2.36,1
19/12/2015,Crystal Palace,1.95,2.41,1.08,1
19/12/2015,Norwich,0.56,1.01,0.92,1
19/12/2015,Aston Villa,0.40,1.28,0.56,1
19/12/2015,Newcastle United,1.28,0.40,2.17,1
19/12/2015,Everton,1.49,2.03,0.87,1
19/12/2015,West Bromwich Albion,0.70,1.89,0.44,1
19/12/2015,Stoke,2.41,1.95,1.68,1
19/12/2015,Manchester United,1.01,0.56,1.74,1
19/12/2015,Sunderland,1.24,3.02,0.30,1
19/12/2015,Southampton,0.83,1.47,0.80,1
20/12/2015,Watford,1.99,0.38,2.71,1
20/12/2015,West Ham,0.40,0.97,0.81,1
20/12/2015,Swansea,0.97,0.40,1.83,1
20/12/2015,Liverpool,0.38,1.99,0.19,1
22/12/2015,Arsenal,1.50,0.77,2.00,1
22/12/2015,Manchester City,0.77,1.50,0.74,1
26/12/2015,Southampton,2.43,0.83,2.52,1
26/12/2015,Manchester City,3.52,1.08,2.77,1
26/12/2015,Tottenham,2.41,0.45,2.70,1
26/12/2015,Stoke,1.18,1.29,1.24,1
26/12/2015,Everton,1.70,1.36,1.61,1
26/12/2015,Swansea,1.21,0.55,2.15,1
26/12/2015,Liverpool,1.38,0.51,2.08,1
26/12/2015,Chelsea,2.09,1.67,1.66,1
26/12/2015,Watford,1.67,2.09,1.07,1
26/12/2015,Aston Villa,1.61,0.84,2.03,1
26/12/2015,West Ham,0.84,1.61,0.70,1
26/12/2015,Bournemouth,0.87,0.41,1.78,1
26/12/2015,Crystal Palace,0.41,0.87,0.83,1
26/12/2015,Leicester,0.51,1.38,0.64,1
26/12/2015,West Bromwich Albion,0.55,1.21,0.56,1
26/12/2015,Newcastle United,1.36,1.70,1.11,1
26/12/2015,Manchester United,1.29,1.18,1.45,1
26/12/2015,Sunderland,1.08,3.52,0.15,1
26/12/2015,Norwich,0.45,2.41,0.19,1
26/12/2015,Arsenal,0.83,2.43,0.33,1
28/12/2015,Norwich,1.10,0.24,2.21,1
28/12/2015,Arsenal,3.13,0.34,2.89,1
28/12/2015,Stoke,1.58,2.25,0.87,1
28/12/2015,West Ham,1.80,1.37,1.71,1
28/12/2015,Tottenham,0.53,1.13,0.66,1
28/12/2015,West Bromwich Albion,2.10,0.46,2.52,1
28/12/2015,Crystal Palace,0.74,0.17,1.93,1
28/12/2015,Chelsea,0.90,1.35,0.90,1
28/12/2015,Swansea,0.17,0.74,0.64,1
28/12/2015,Manchester United,1.35,0.90,1.80,1
28/12/2015,Everton,2.25,1.58,1.88,1
28/12/2015,Southampton,1.37,1.80,1.02,1
28/12/2015,Watford,1.13,0.53,2.03,1
28/12/2015,Newcastle United,0.46,2.10,0.33,1
28/12/2015,Aston Villa,0.24,1.10,0.50,1
28/12/2015,Bournemouth,0.34,3.13,0.07,1
29/12/2015,Leicester,0.81,1.67,0.70,1
29/12/2015,Manchester City,1.67,0.81,2.05,1
30/12/2015,Liverpool,1.81,0.48,2.40,1
30/12/2015,Sunderland,0.48,1.81,0.40,1
02/01/2016,Sunderland,0.76,0.28,1.76,1
02/01/2016,West Ham,2.07,1.87,1.53,1
02/01/2016,West Bromwich Albion,1.72,0.92,2.04,1
02/01/2016,Manchester City,0.69,0.99,1.05,1
02/01/2016,Manchester United,1.74,0.54,2.27,1
02/01/2016,Norwich,1.51,0.93,1.86,1
02/01/2016,Arsenal,1.93,1.15,1.97,1
02/01/2016,Bournemouth,1.26,2.29,0.61,1
02/01/2016,Leicester,2.29,1.26,2.17,1
02/01/2016,Swansea,0.54,1.74,0.50,1
02/01/2016,Stoke,0.92,1.72,0.70,1
02/01/2016,Watford,0.99,0.69,1.62,1
02/01/2016,Southampton,0.93,1.51,0.86,1
02/01/2016,Newcastle United,1.15,1.93,0.80,1
02/01/2016,Aston Villa,0.28,0.76,0.81,1
02/01/2016,Liverpool,1.87,2.07,1.21,1
03/01/2016,Chelsea,2.37,0.55,2.68,1
03/01/2016,Everton,0.72,0.76,1.29,1
03/01/2016,Tottenham,0.76,0.72,1.34,1
03/01/2016,Crystal Palace,0.55,2.37,0.20,1
12/01/2016,West Ham,1.18,0.73,1.76,1
12/01/2016,Aston Villa,0.55,0.55,1.26,1
12/01/2016,Newcastle United,1.81,2.36,0.98,1
12/01/2016,Manchester United,2.36,1.81,1.77,1
12/01/2016,Crystal Palace,0.55,0.55,1.30,1
12/01/2016,Bournemouth,0.73,1.18,0.91,1
13/01/2016,Sunderland,2.49,1.07,2.54,1
13/01/2016,Stoke,1.24,0.19,2.35,1
13/01/2016,Southampton,1.72,0.12,2.63,1
13/01/2016,West Bromwich Albion,0.70,1.39,0.74,1
13/01/2016,Chelsea,1.39,0.70,1.98,1
13/01/2016,Everton,0.37,1.45,0.50,1
13/01/2016,Manchester City,1.45,0.37,2.25,1
13/01/2016,Swansea,1.07,2.49,0.30,1
13/01/2016,Norwich,0.19,1.24,0.40,1
13/01/2016,Watford,0.12,1.72,0.21,1
14/01/2016,Leicester,0.59,1.23,0.81,1
14/01/2016,Arsenal,2.23,1.16,2.19,1
14/01/2016,Liverpool,1.16,2.23,0.61,1
14/01/2016,Tottenham,1.23,0.59,1.88,1
16/01/2016,Manchester City,1.74,0.61,2.31,1
16/01/2016,Tottenham,2.03,0.62,2.44,1
16/01/2016,Bournemouth,2.53,0.60,2.69,1
16/01/2016,Southampton,1.43,0.41,2.35,1
16/01/2016,Newcastle United,1.84,1.08,1.94,1
16/01/2016,Everton,1.59,2.45,0.71,1
16/01/2016,Chelsea,2.45,1.59,2.06,1
16/01/2016,Aston Villa,0.67,2.22,0.29,1
16/01/2016,Leicester,2.22,0.67,2.57,1
16/01/2016,West Ham,1.08,1.84,0.82,1
16/01/2016,Sunderland,0.62,2.03,0.38,1
16/01/2016,West Bromwich Albion,0.41,1.43,0.43,1
16/01/2016,Norwich,0.60,2.53,0.20,1
16/01/2016,Crystal Palace,0.61,1.74,0.47,1
17/01/2016,Manchester United,0.72,0.95,1.14,1
17/01/2016,Arsenal,0.59,0.55,1.33,1
17/01/2016,Stoke,0.55,0.59,1.23,1
17/01/2016,Liverpool,0.95,0.72,1.50,1
19/01/2016,Swansea,0.47,0.53,1.21,1
19/01/2016,Watford,0.53,0.47,1.32,1
23/01/2016,Leicester,2.26,0.34,2.72,1
23/01/2016,Tottenham,1.74,0.93,1.98,1
23/01/2016,Liverpool,1.45,1.03,1.69,1
23/01/2016,Watford,2.59,1.29,2.26,1
23/01/2016,Southampton,0.84,0.19,2.02,1
23/01/2016,West Ham,1.01,1.73,0.77,1
23/01/2016,Manchester City,1.73,1.01,1.96,1
23/01/2016,Bournemouth,1.27,0.61,1.95,1
23/01/2016,Sunderland,0.61,1.27,0.76,1
23/01/2016,Aston Villa,0.56,0.23,1.62,1
23/01/2016,West Bromwich Albion,0.23,0.56,0.88,1
23/01/2016,Norwich,1.03,1.45,0.99,1
23/01/2016,Newcastle United,1.29,2.59,0.55,1
23/01/2016,Manchester United,0.19,0.84,0.59,1
23/01/2016,Crystal Palace,0.93,1.74,0.78,1
23/01/2016,Stoke,0.34,2.26,0.17,1
24/01/2016,Swansea,1.08,1.94,0.68,1
24/01/2016,Chelsea,1.49,1.11,1.68,1
24/01/2016,Everton,1.94,1.08,2.05,1
24/01/2016,Arsenal,1.11,1.49,1.03,1
02/02/2016,Tottenham,2.75,0.93,2.61,1
02/02/2016,Leicester,1.35,0.58,2.07,1
02/02/2016,West Ham,2.35,0.11,2.89,1
02/02/2016,Manchester City,0.64,0.89,1.10,1
02/02/2016,Southampton,0.93,3.38,0.18,1
02/02/2016,Arsenal,3.38,0.93,2.74,1
02/02/2016,Sunderland,0.89,0.64,1.52,1
02/02/2016,Aston Villa,0.11,2.35,0.06,1
02/02/2016,Liverpool,0.58,1.35,0.66,1
02/02/2016,Norwich,0.93,2.75,0.27,1
03/02/2016,Everton,2.48,0.63,2.70,1
03/02/2016,Manchester United,2.45,0.35,2.78,1
03/02/2016,Bournemouth,1.17,1.62,0.99,1
03/02/2016,West Bromwich Albion,2.31,1.18,2.20,1
03/02/2016,Swansea,1.18,2.31,0.60,1
03/02/2016,Chelsea,1.14,0.53,1.91,1
03/02/2016,Watford,0.53,1.14,0.78,1
03/02/2016,Crystal Palace,1.62,1.17,1.73,1
03/02/2016,Stoke,0.35,2.45,0.14,1
03/02/2016,Newcastle United,0.63,2.48,0.19,1
06/02/2016,Everton,3.06,0.69,2.75,1
06/02/2016,Leicester,2.50,1.71,1.92,1
06/02/2016,Aston Villa,0.92,1.14,1.14,1
06/02/2016,Southampton,1.06,0.97,1.47,1
06/02/2016,Tottenham,2.00,0.15,2.70,1
06/02/2016,Newcastle United,2.41,0.47,2.66,1
06/02/2016,Sunderland,0.49,1.58,0.50,1
06/02/2016,Liverpool,1.58,0.49,2.28,1
06/02/2016,Crystal Palace,1.01,1.32,1.16,1
06/02/2016,Swansea,1.32,1.01,1.54,1
06/02/2016,West Bromwich Albion,0.47,2.41,0.22,1
06/02/2016,West Ham,0.97,1.06,1.21,1
06/02/2016,Watford,0.15,2.00,0.18,1
06/02/2016,Manchester City,1.71,2.50,0.87,1
06/02/2016,Norwich,1.14,0.92,1.55,1
06/02/2016,Stoke,0.69,3.06,0.17,1
07/02/2016,Arsenal,1.14,0.58,1.85,1
07/02/2016,Chelsea,1.62,0.78,2.05,1
07/02/2016,Manchester United,0.78,1.62,0.70,1
07/02/2016,Bournemouth,0.58,1.14,0.83,1
13/02/2016,Chelsea,2.09,0.43,2.60,1
13/02/2016,Stoke,0.93,1.19,1.09,1
13/02/2016,Sunderland,1.48,0.91,1.80,1
13/02/2016,Watford,2.00,0.98,2.24,1
13/02/2016,Southampton,1.19,0.70,1.77,1
13/02/2016,West Bromwich Albion,1.20,1.83,0.88,1
13/02/2016,Norwich,1.03,0.74,1.62,1
13/02/2016,West Ham,0.74,1.03,1.05,1
13/02/2016,Crystal Palace,0.98,2.00,0.53,1
13/02/2016,Manchester United,0.91,1.48,0.93,1
13/02/2016,Everton,1.83,1.20,1.82,1
13/02/2016,Swansea,0.70,1.19,0.92,1
13/02/2016,Bournemouth,1.19,0.93,1.59,1
13/02/2016,Newcastle United,0.43,2.09,0.26,1
14/02/2016,Liverpool,2.01,0.17,2.76,1
14/02/2016,Tottenham,1.24,1.98,0.79,1
14/02/2016,Arsenal,2.36,1.31,2.08,1
