Date,Team,xG,xA,xPTS,match_or_not
13/12/2014,West Bromwich Albion,1.44,0.27,2.48,1
13/12/2014,Manchester City,1.13,0.36,2.09,1
13/12/2014,Burnley,0.40,1.71,0.33,1
13/12/2014,Sunderland,1.34,0.87,1.79,1
13/12/2014,Crystal Palace,0.50,0.90,0.82,1
13/12/2014,West Ham,0.87,1.34,0.91,1
13/12/2014,Stoke,0.90,0.50,1.82,1
13/12/2014,Aston Villa,0.27,1.44,0.32,1
13/12/2014,Southampton,1.71,0.40,2.50,1
13/12/2014,Leicester,0.36,1.13,0.59,1
13/12/2014,Hull,0.44,1.22,0.63,1
13/12/2014,Newcastle United,0.94,2.39,0.35,1
14/12/2014,Manchester United,1.80,1.87,1.35,1
14/12/2014,Tottenham,0.73,1.68,0.62,1
14/12/2014,Swansea,1.68,0.73,2.14,1
14/12/2014,Liverpool,1.87,1.80,1.39,1
15/12/2014,Everton,0.75,0.97,1.11,1
15/12/2014,Queens Park Rangers,0.97,0.75,1.55,1
20/12/2014,Southampton,2.21,0.60,2.56,1
20/12/2014,Manchester City,1.41,0.76,1.89,1
20/12/2014,West Ham,1.45,0.66,2.08,1
20/12/2014,Queens Park Rangers,2.93,1.30,2.50,1
20/12/2014,Tottenham,1.77,0.66,2.26,1
20/12/2014,Swansea,1.45,0.83,1.88,1
20/12/2014,Aston Villa,0.58,1.07,0.89,1
20/12/2014,Manchester United,1.07,0.58,1.78,1
20/12/2014,West Bromwich Albion,1.30,2.93,0.36,1
20/12/2014,Burnley,0.66,1.77,0.52,1
20/12/2014,Hull,0.83,1.45,0.83,1
20/12/2014,Leicester,0.66,1.45,0.66,1
20/12/2014,Everton,0.60,2.21,0.30,1
20/12/2014,Crystal Palace,0.76,1.41,0.82,1
21/12/2014,Sunderland,2.18,0.90,2.32,1
21/12/2014,Arsenal,0.75,1.32,0.93,1
21/12/2014,Liverpool,1.32,0.75,1.77,1
21/12/2014,Newcastle United,0.90,2.18,0.50,1
22/12/2014,Chelsea,1.45,0.41,2.22,1
22/12/2014,Stoke,0.41,1.45,0.53,1
26/12/2014,Southampton,1.30,0.38,2.19,1
26/12/2014,Manchester City,2.10,2.64,1.02,1
26/12/2014,Manchester United,1.86,1.03,2.08,1
26/12/2014,Hull,0.86,1.36,0.91,1
26/12/2014,Chelsea,3.57,0.46,2.95,1
26/12/2014,Tottenham,1.36,1.47,1.29,1
26/12/2014,Arsenal,2.14,1.22,2.10,1
26/12/2014,Swansea,0.60,1.42,0.69,1
26/12/2014,Stoke,1.40,1.01,1.73,1
26/12/2014,Liverpool,1.07,0.61,1.81,1
26/12/2014,Leicester,1.47,1.36,1.43,1
26/12/2014,Queens Park Rangers,1.22,2.14,0.65,1
26/12/2014,Aston Villa,1.42,0.60,2.04,1
26/12/2014,Everton,1.01,1.40,0.98,1
26/12/2014,Burnley,0.61,1.07,0.88,1
26/12/2014,West Bromwich Albion,2.64,2.10,1.75,1
26/12/2014,Sunderland,1.36,0.86,1.80,1
26/12/2014,Crystal Palace,0.38,1.30,0.55,1
26/12/2014,Newcastle United,1.03,1.86,0.66,1
26/12/2014,West Ham,0.46,3.57,0.03,1
28/12/2014,Stoke,1.25,1.36,1.20,1
28/12/2014,Newcastle United,1.71,1.07,1.87,1
28/12/2014,Arsenal,3.36,1.11,2.67,1
28/12/2014,Leicester,0.18,1.72,0.24,1
28/12/2014,Manchester City,1.39,0.96,1.67,1
28/12/2014,Burnley,0.96,1.39,1.02,1
28/12/2014,Southampton,0.53,0.52,1.32,1
28/12/2014,Chelsea,0.52,0.53,1.24,1
28/12/2014,Aston Villa,0.65,0.85,1.14,1
28/12/2014,Sunderland,0.85,0.65,1.50,1
28/12/2014,Crystal Palace,0.33,0.41,1.13,1
28/12/2014,Tottenham,0.89,2.26,0.37,1
28/12/2014,Manchester United,2.26,0.89,2.44,1
28/12/2014,Queens Park Rangers,0.41,0.33,1.32,1
28/12/2014,Everton,1.07,1.71,0.87,1
28/12/2014,West Ham,1.11,3.36,0.23,1
28/12/2014,Hull,1.72,0.18,2.60,1
28/12/2014,West Bromwich Albion,1.36,1.25,1.45,1
29/12/2014,Liverpool,3.28,1.00,2.72,1
29/12/2014,Swansea,1.00,3.28,0.19,1
01/01/2015,Tottenham,1.82,3.03,0.55,1
01/01/2015,Southampton,2.41,0.85,2.46,1
01/01/2015,Hull,1.96,0.96,2.10,1
01/01/2015,Manchester City,3.63,0.98,2.79,1
01/01/2015,Newcastle United,1.25,1.66,1.03,1
01/01/2015,Burnley,1.66,1.25,1.69,1
01/01/2015,Leicester,1.09,2.39,0.48,1
01/01/2015,Liverpool,2.39,1.09,2.34,1
01/01/2015,West Bromwich Albion,1.12,1.14,1.31,1
01/01/2015,West Ham,1.14,1.12,1.37,1
01/01/2015,Swansea,1.70,3.16,0.53,1
01/01/2015,Stoke,1.41,0.93,1.75,1
01/01/2015,Manchester United,0.93,1.41,0.94,1
01/01/2015,Queens Park Rangers,3.16,1.70,2.31,1
01/01/2015,Aston Villa,1.39,0.58,2.06,1
01/01/2015,Crystal Palace,0.58,1.39,0.65,1
01/01/2015,Sunderland,0.98,3.63,0.14,1
01/01/2015,Chelsea,3.03,1.82,2.24,1
01/01/2015,Everton,0.96,1.96,0.67,1
01/01/2015,Arsenal,0.85,2.41,0.37,1
10/01/2015,Chelsea,1.08,0.39,1.98,1
10/01/2015,Crystal Palace,2.86,0.92,2.63,1
10/01/2015,Burnley,2.19,1.70,1.68,1
10/01/2015,Leicester,2.37,0.61,2.61,1
10/01/2015,West Bromwich Albion,0.78,0.40,1.73,1
10/01/2015,Liverpool,2.16,0.25,2.70,1
10/01/2015,Everton,0.95,1.51,0.89,1
10/01/2015,West Ham,0.73,1.55,0.70,1
10/01/2015,Swansea,1.55,0.73,2.04,1
10/01/2015,Manchester City,1.51,0.95,1.83,1
10/01/2015,Tottenham,0.92,2.86,0.25,1
10/01/2015,Queens Park Rangers,1.70,2.19,1.07,1
10/01/2015,Aston Villa,0.61,2.37,0.26,1
10/01/2015,Sunderland,0.25,2.16,0.18,1
10/01/2015,Hull,0.40,0.78,0.88,1
10/01/2015,Newcastle United,0.39,1.08,0.69,1
11/01/2015,Arsenal,2.27,0.40,2.65,1
11/01/2015,Southampton,1.16,1.19,1.30,1
11/01/2015,Manchester United,1.19,1.16,1.39,1
11/01/2015,Stoke,0.40,2.27,0.22,1
17/01/2015,Chelsea,3.20,0.21,2.95,1
17/01/2015,Liverpool,1.54,0.85,1.97,1
17/01/2015,Manchester United,1.56,0.93,1.88,1
17/01/2015,Crystal Palace,0.53,1.08,0.82,1
17/01/2015,Southampton,0.43,0.86,0.88,1
17/01/2015,Tottenham,0.93,1.20,1.05,1
17/01/2015,Stoke,0.72,0.38,1.62,1
17/01/2015,Burnley,1.08,0.53,1.86,1
17/01/2015,Sunderland,1.20,0.93,1.65,1
17/01/2015,Newcastle United,0.86,0.43,1.72,1
17/01/2015,Leicester,0.38,0.72,0.95,1
17/01/2015,Aston Villa,0.85,1.54,0.78,1
17/01/2015,Queens Park Rangers,0.93,1.56,0.86,1
17/01/2015,Swansea,0.21,3.20,0.03,1
18/01/2015,West Ham,2.69,0.42,2.78,1
18/01/2015,Arsenal,1.49,0.56,2.24,1
18/01/2015,Manchester City,0.56,1.49,0.53,1
18/01/2015,Hull,0.42,2.69,0.14,1
19/01/2015,Everton,1.49,0.20,2.57,1
19/01/2015,West Bromwich Albion,0.20,1.49,0.25,1
31/01/2015,Tottenham,1.34,0.81,1.88,1
31/01/2015,Newcastle United,0.51,0.99,0.86,1
31/01/2015,Stoke,0.78,1.12,0.99,1
31/01/2015,Manchester United,1.74,0.38,2.52,1
31/01/2015,Sunderland,1.90,1.35,1.88,1
31/01/2015,Liverpool,2.28,0.38,2.65,1
31/01/2015,Everton,1.36,1.21,1.46,1
31/01/2015,Chelsea,0.71,0.91,1.10,1
31/01/2015,Manchester City,0.91,0.71,1.49,1
31/01/2015,Crystal Palace,1.21,1.36,1.19,1
31/01/2015,Leicester,0.38,1.74,0.31,1
31/01/2015,Queens Park Rangers,1.12,0.78,1.68,1
31/01/2015,West Ham,0.38,2.28,0.23,1
31/01/2015,Burnley,1.35,1.90,0.86,1
31/01/2015,West Bromwich Albion,0.81,1.34,0.83,1
31/01/2015,Hull,0.99,0.51,1.80,1
01/02/2015,Arsenal,2.36,0.71,2.55,1
01/02/2015,Swansea,0.26,1.63,0.32,1
01/02/2015,Southampton,1.63,0.26,2.49,1
01/02/2015,Aston Villa,0.71,2.36,0.31,1
07/02/2015,Chelsea,1.12,0.71,1.72,1
07/02/2015,Tottenham,1.28,0.83,1.71,1
07/02/2015,Southampton,0.96,1.03,1.28,1
07/02/2015,Crystal Palace,1.01,0.78,1.53,1
07/02/2015,Sunderland,0.14,1.86,0.16,1
07/02/2015,Swansea,1.86,0.14,2.72,1
07/02/2015,Manchester City,0.99,1.13,1.18,1
07/02/2015,Hull,1.13,0.99,1.52,1
07/02/2015,Everton,0.23,1.04,0.58,1
07/02/2015,Liverpool,1.04,0.23,2.08,1
07/02/2015,Aston Villa,0.71,1.12,0.95,1
07/02/2015,Arsenal,0.83,1.28,0.98,1
07/02/2015,Leicester,0.78,1.01,1.14,1
07/02/2015,Queens Park Rangers,1.03,0.96,1.39,1
08/02/2015,West Bromwich Albion,2.55,1.10,2.36,1
08/02/2015,Burnley,1.10,2.55,0.47,1
08/02/2015,West Ham,0.87,1.21,1.05,1
08/02/2015,Stoke,0.22,0.79,0.69,1
08/02/2015,Newcastle United,0.79,0.22,1.91,1
08/02/2015,Manchester United,1.21,0.87,1.64,1
10/02/2015,Hull,0.99,0.42,1.89,1
10/02/2015,Queens Park Rangers,1.27,1.81,0.94,1
10/02/2015,Liverpool,2.76,1.71,2.17,1
10/02/2015,Arsenal,1.77,0.80,2.11,1
10/02/2015,Tottenham,1.71,2.76,0.61,1
10/02/2015,Leicester,0.80,1.77,0.65,1
10/02/2015,Aston Villa,0.42,0.99,0.76,1
10/02/2015,Sunderland,1.81,1.27,1.83,1
11/02/2015,Manchester City,2.14,0.75,2.41,1
11/02/2015,Manchester United,1.62,1.85,1.18,1
11/02/2015,West Bromwich Albion,0.69,0.44,1.53,1
11/02/2015,Chelsea,0.90,0.71,1.45,1
11/02/2015,Crystal Palace,0.93,0.44,1.81,1
11/02/2015,Newcastle United,0.44,0.93,0.81,1
11/02/2015,Southampton,1.68,0.13,2.60,1
11/02/2015,West Ham,0.13,1.68,0.23,1
11/02/2015,Everton,0.71,0.90,1.18,1
11/02/2015,Burnley,1.85,1.62,1.54,1
11/02/2015,Swansea,0.44,0.69,1.04,1
11/02/2015,Stoke,0.75,2.14,0.41,1
21/02/2015,Manchester City,3.13,0.17,2.94,1
21/02/2015,Arsenal,2.08,2.26,1.24,1
21/02/2015,Swansea,1.04,1.47,1.02,1
21/02/2015,Stoke,1.12,0.23,2.38,1
21/02/2015,Hull,1.09,0.19,2.21,1
21/02/2015,Chelsea,1.54,0.51,2.28,1
21/02/2015,Burnley,0.51,1.54,0.49,1
21/02/2015,West Bromwich Albion,0.11,0.70,0.62,1
21/02/2015,Sunderland,0.70,0.11,1.91,1
21/02/2015,Aston Villa,0.23,1.12,0.37,1
21/02/2015,Crystal Palace,2.26,2.08,1.46,1
21/02/2015,Manchester United,1.47,1.04,1.71,1
21/02/2015,Queens Park Rangers,0.19,1.09,0.48,1
21/02/2015,Newcastle United,0.17,3.13,0.03,1
