Date,Team,xG,xA,xPTS,match_or_not
27/09/2020,West Ham,3.06,0.39,2.87,1
27/09/2020,Leicester,2.87,1.45,2.43,1
27/09/2020,Leeds,1.47,1.53,1.28,1
27/09/2020,Tottenham,3.19,0.94,2.75,1
27/09/2020,Newcastle United,0.94,3.19,0.16,1
27/09/2020,Sheffield United,1.53,1.47,1.45,1
27/09/2020,Manchester City,1.45,2.87,0.42,1
27/09/2020,Wolverhampton Wanderers,0.39,3.06,0.08,1
28/09/2020,Aston Villa,2.03,0.53,2.46,1
28/09/2020,Liverpool,2.74,1.18,2.43,1
28/09/2020,Arsenal,1.18,2.74,0.40,1
28/09/2020,Fulham,0.53,2.03,0.37,1
03/10/2020,Chelsea,2.51,0.10,2.93,1
03/10/2020,Everton,2.34,1.17,2.26,1
03/10/2020,Newcastle United,1.96,0.44,2.61,1
03/10/2020,Manchester City,1.42,2.57,0.66,1
03/10/2020,Leeds,2.57,1.42,2.16,1
03/10/2020,Brighton,1.17,2.34,0.53,1
03/10/2020,Burnley,0.44,1.96,0.25,1
03/10/2020,Crystal Palace,0.10,2.51,0.04,1
04/10/2020,Aston Villa,3.08,1.66,2.26,1
04/10/2020,Tottenham,3.30,0.87,2.79,1
04/10/2020,West Ham,2.03,0.46,2.53,1
04/10/2020,Southampton,0.95,0.16,2.12,1
04/10/2020,Arsenal,0.67,0.14,1.89,1
04/10/2020,Wolverhampton Wanderers,0.89,0.97,1.23,1
04/10/2020,Sheffield United,0.14,0.67,0.66,1
04/10/2020,Fulham,0.97,0.89,1.42,1
04/10/2020,West Bromwich Albion,0.16,0.95,0.52,1
04/10/2020,Leicester,0.46,2.03,0.31,1
04/10/2020,Liverpool,1.66,3.08,0.58,1
04/10/2020,Manchester United,0.87,3.30,0.13,1
17/10/2020,Manchester United,2.22,0.87,2.38,1
17/10/2020,Manchester City,1.43,0.84,1.87,1
17/10/2020,Southampton,1.42,1.99,0.88,1
17/10/2020,Chelsea,1.99,1.42,1.84,1
17/10/2020,Everton,1.36,2.49,0.68,1
17/10/2020,Liverpool,2.49,1.36,2.13,1
17/10/2020,Arsenal,0.84,1.43,0.84,1
17/10/2020,Newcastle United,0.87,2.22,0.42,1
18/10/2020,Aston Villa,0.87,0.67,1.53,1
18/10/2020,West Ham,1.50,1.78,1.12,1
18/10/2020,Tottenham,1.78,1.50,1.58,1
18/10/2020,Crystal Palace,0.76,1.09,1.10,1
18/10/2020,Brighton,1.09,0.76,1.53,1
18/10/2020,Fulham,1.36,1.66,1.05,1
18/10/2020,Sheffield United,1.66,1.36,1.63,1
18/10/2020,Leicester,0.67,0.87,1.11,1
19/10/2020,Wolverhampton Wanderers,0.62,1.08,0.91,1
19/10/2020,West Bromwich Albion,0.73,1.09,0.99,1
19/10/2020,Burnley,1.09,0.73,1.68,1
19/10/2020,Leeds,1.08,0.62,1.75,1
23/10/2020,Leeds,2.38,1.50,1.97,1
23/10/2020,Aston Villa,1.50,2.38,0.82,1
24/10/2020,Crystal Palace,2.81,1.05,2.54,1
24/10/2020,Liverpool,2.40,1.40,2.17,1
24/10/2020,West Ham,0.26,0.89,0.68,1
24/10/2020,Manchester City,0.89,0.26,1.94,1
24/10/2020,Chelsea,0.22,0.65,0.79,1
24/10/2020,Manchester United,0.65,0.22,1.73,1
24/10/2020,Fulham,1.05,2.81,0.33,1
24/10/2020,Sheffield United,1.40,2.40,0.62,1
25/10/2020,Southampton,0.74,0.29,1.75,1
25/10/2020,Leicester,0.74,0.74,1.35,1
25/10/2020,Newcastle United,0.25,0.76,0.78,1
25/10/2020,Wolverhampton Wanderers,0.76,0.25,1.79,1
25/10/2020,Arsenal,0.74,0.74,1.27,1
25/10/2020,Everton,0.29,0.74,0.82,1
26/10/2020,Tottenham,0.80,0.95,1.20,1
26/10/2020,West Bromwich Albion,0.30,0.55,0.94,1
26/10/2020,Brighton,0.55,0.30,1.58,1
26/10/2020,Burnley,0.95,0.80,1.46,1
30/10/2020,Wolverhampton Wanderers,1.35,0.80,1.82,1
30/10/2020,Crystal Palace,0.80,1.35,0.89,1
31/10/2020,Chelsea,1.23,0.41,2.11,1
31/10/2020,Liverpool,1.56,0.27,2.56,1
31/10/2020,Manchester City,1.90,0.69,2.36,1
31/10/2020,West Ham,0.27,1.56,0.27,1
31/10/2020,Sheffield United,0.69,1.90,0.42,1
31/10/2020,Burnley,0.41,1.23,0.60,1
01/11/2020,Southampton,1.00,2.45,0.44,1
01/11/2020,Tottenham,1.97,0.32,2.69,1
01/11/2020,Newcastle United,2.63,1.22,2.45,1
01/11/2020,Arsenal,1.00,0.39,2.06,1
01/11/2020,Aston Villa,2.45,1.00,2.39,1
01/11/2020,Everton,1.22,2.63,0.39,1
01/11/2020,Brighton,0.32,1.97,0.19,1
01/11/2020,Manchester United,0.39,1.00,0.62,1
02/11/2020,Leicester,3.08,1.75,2.30,1
02/11/2020,Fulham,1.62,0.48,2.34,1
02/11/2020,West Bromwich Albion,0.48,1.62,0.46,1
02/11/2020,Leeds,1.75,3.08,0.52,1
06/11/2020,Southampton,0.99,0.18,2.10,1
06/11/2020,Burnley,0.33,1.59,0.40,1
06/11/2020,Brighton,1.59,0.33,2.38,1
06/11/2020,Newcastle United,0.18,0.99,0.54,1
07/11/2020,Crystal Palace,1.30,0.85,1.75,1
07/11/2020,Chelsea,2.88,0.74,2.72,1
07/11/2020,Manchester United,1.60,0.38,2.38,1
07/11/2020,West Ham,1.43,1.85,1.02,1
07/11/2020,Fulham,1.85,1.43,1.72,1
07/11/2020,Everton,0.38,1.60,0.41,1
07/11/2020,Sheffield United,0.74,2.88,0.18,1
07/11/2020,Leeds,0.85,1.30,0.96,1
08/11/2020,Aston Villa,1.99,1.39,1.81,1
08/11/2020,Leicester,2.05,0.58,2.58,1
08/11/2020,Tottenham,1.87,0.80,2.20,1
08/11/2020,Liverpool,1.19,1.58,0.93,1
08/11/2020,Manchester City,1.58,1.19,1.74,1
08/11/2020,West Bromwich Albion,0.80,1.87,0.58,1
08/11/2020,Wolverhampton Wanderers,0.58,2.05,0.27,1
08/11/2020,Arsenal,1.39,1.99,0.95,1
21/11/2020,Chelsea,1.82,0.37,2.49,1
21/11/2020,Tottenham,0.76,1.66,0.68,1
21/11/2020,Brighton,1.50,1.77,1.11,1
21/11/2020,Manchester United,2.43,0.44,2.74,1
21/11/2020,Aston Villa,1.77,1.50,1.62,1
21/11/2020,West Bromwich Albion,0.44,2.43,0.16,1
21/11/2020,Newcastle United,0.37,1.82,0.33,1
21/11/2020,Manchester City,1.66,0.76,2.08,1
22/11/2020,Liverpool,3.77,1.98,2.42,1
22/11/2020,Everton,2.25,1.87,1.65,1
22/11/2020,West Ham,2.11,0.69,2.43,1
22/11/2020,Arsenal,0.71,1.96,0.52,1
22/11/2020,Leeds,1.96,0.71,2.28,1
22/11/2020,Fulham,1.87,2.25,1.08,1
22/11/2020,Sheffield United,0.69,2.11,0.40,1
22/11/2020,Leicester,1.98,3.77,0.45,1
23/11/2020,Burnley,1.75,1.28,1.74,1
23/11/2020,Southampton,1.08,1.57,0.96,1
23/11/2020,Wolverhampton Wanderers,1.57,1.08,1.76,1
23/11/2020,Crystal Palace,1.28,1.75,0.99,1
27/11/2020,Newcastle United,1.28,0.53,2.00,1
27/11/2020,Crystal Palace,0.53,1.28,0.71,1
28/11/2020,Manchester City,2.26,0.42,2.62,1
28/11/2020,West Bromwich Albion,1.72,3.37,0.48,1
28/11/2020,Leeds,3.11,1.29,2.49,1
28/11/2020,Liverpool,0.28,2.31,0.10,1
28/11/2020,Brighton,2.31,0.28,2.83,1
28/11/2020,Everton,1.29,3.11,0.37,1
28/11/2020,Sheffield United,3.37,1.72,2.38,1
28/11/2020,Burnley,0.42,2.26,0.26,1
29/11/2020,Manchester United,2.48,0.50,2.66,1
29/11/2020,Wolverhampton Wanderers,2.01,1.12,2.07,1
29/11/2020,Chelsea,0.97,0.23,2.02,1
29/11/2020,Tottenham,0.23,0.97,0.62,1
29/11/2020,Southampton,0.50,2.48,0.23,1
29/11/2020,Arsenal,1.12,2.01,0.69,1
30/11/2020,West Ham,0.57,2.39,0.21,1
30/11/2020,Fulham,2.04,1.28,1.97,1
30/11/2020,Aston Villa,2.39,0.57,2.68,1
30/11/2020,Leicester,1.28,2.04,0.79,1
05/12/2020,Chelsea,4.89,1.03,2.95,1
05/12/2020,Manchester United,1.79,2.53,0.90,1
05/12/2020,Manchester City,3.26,0.29,2.93,1
05/12/2020,Everton,2.28,0.73,2.55,1
05/12/2020,Burnley,0.73,2.28,0.31,1
05/12/2020,West Ham,2.53,1.79,1.88,1
05/12/2020,Leeds,1.03,4.89,0.04,1
05/12/2020,Fulham,0.29,3.26,0.04,1
06/12/2020,Crystal Palace,1.69,0.57,2.25,1
06/12/2020,Liverpool,1.59,0.36,2.43,1
06/12/2020,Tottenham,0.39,0.60,1.05,1
06/12/2020,Leicester,1.39,0.29,2.33,1
06/12/2020,Sheffield United,0.29,1.39,0.43,1
06/12/2020,Arsenal,0.60,0.39,1.49,1
06/12/2020,West Bromwich Albion,0.57,1.69,0.53,1
06/12/2020,Wolverhampton Wanderers,0.36,1.59,0.37,1
07/12/2020,Southampton,1.35,2.03,0.81,1
07/12/2020,Brighton,2.03,1.35,1.92,1
11/12/2020,West Ham,1.79,1.57,1.50,1
11/12/2020,Leeds,1.57,1.79,1.23,1
12/12/2020,Newcastle United,0.90,0.57,1.64,1
12/12/2020,Aston Villa,1.27,1.14,1.49,1
12/12/2020,Everton,1.22,1.01,1.55,1
12/12/2020,Manchester City,1.28,0.59,1.98,1
12/12/2020,Manchester United,0.59,1.28,0.73,1
12/12/2020,West Bromwich Albion,0.57,0.90,1.00,1
12/12/2020,Chelsea,1.01,1.22,1.10,1
12/12/2020,Wolverhampton Wanderers,1.14,1.27,1.18,1
13/12/2020,Southampton,2.28,0.22,2.78,1
13/12/2020,Leicester,1.64,0.79,2.07,1
13/12/2020,Burnley,0.82,1.85,0.62,1
13/12/2020,Crystal Palace,1.84,1.41,1.71,1
13/12/2020,Tottenham,1.41,1.84,1.03,1
13/12/2020,Liverpool,1.82,1.73,1.42,1
13/12/2020,Fulham,1.73,1.82,1.29,1
13/12/2020,Arsenal,1.85,0.82,2.16,1
13/12/2020,Brighton,0.79,1.64,0.68,1
13/12/2020,Sheffield United,0.22,2.28,0.13,1
15/12/2020,Wolverhampton Wanderers,0.68,1.57,0.64,1
15/12/2020,West Bromwich Albion,0.21,2.59,0.11,1
15/12/2020,Manchester City,2.59,0.21,2.82,1
15/12/2020,Chelsea,1.57,0.68,2.11,1
16/12/2020,Leeds,2.95,1.44,2.36,1
16/12/2020,Everton,1.51,0.84,2.01,1
16/12/2020,Liverpool,1.22,1.52,1.10,1
16/12/2020,Southampton,1.11,0.66,1.77,1
16/12/2020,Crystal Palace,1.09,0.45,1.99,1
16/12/2020,West Ham,0.45,1.09,0.70,1
16/12/2020,Arsenal,0.66,1.11,0.90,1
16/12/2020,Brighton,0.46,1.00,0.75,1
16/12/2020,Fulham,1.00,0.46,1.92,1
16/12/2020,Tottenham,1.52,1.22,1.64,1
16/12/2020,Leicester,0.84,1.51,0.69,1
16/12/2020,Newcastle United,1.44,2.95,0.46,1
17/12/2020,Manchester United,1.79,1.24,1.82,1
17/12/2020,Aston Villa,1.81,0.32,2.48,1
17/12/2020,Burnley,0.32,1.81,0.34,1
17/12/2020,Sheffield United,1.24,1.79,0.92,1
19/12/2020,Liverpool,2.87,0.49,2.79,1
19/12/2020,Everton,0.66,1.25,0.75,1
19/12/2020,Manchester City,1.16,0.59,1.90,1
19/12/2020,Newcastle United,1.27,1.11,1.53,1
19/12/2020,Fulham,1.11,1.27,1.16,1
19/12/2020,Arsenal,1.25,0.66,1.96,1
19/12/2020,Southampton,0.59,1.16,0.79,1
19/12/2020,Crystal Palace,0.49,2.87,0.13,1
20/12/2020,Manchester United,4.78,1.63,2.79,1
20/12/2020,Aston Villa,2.62,0.04,2.95,1
20/12/2020,Leicester,1.75,0.95,2.01,1
20/12/2020,Brighton,2.90,1.04,2.57,1
20/12/2020,Sheffield United,1.04,2.90,0.30,1
20/12/2020,Tottenham,0.95,1.75,0.70,1
20/12/2020,West Bromwich Albion,0.04,2.62,0.03,1
20/12/2020,Leeds,1.63,4.78,0.16,1
21/12/2020,Chelsea,2.41,0.28,2.84,1
21/12/2020,Burnley,1.20,1.46,1.13,1
21/12/2020,Wolverhampton Wanderers,1.46,1.20,1.57,1
21/12/2020,West Ham,0.28,2.41,0.10,1
26/12/2020,Aston Villa,4.58,0.85,2.95,1
26/12/2020,Arsenal,1.94,2.25,1.12,1
26/12/2020,Manchester City,3.20,0.20,2.94,1
26/12/2020,Everton,0.57,1.25,0.64,1
26/12/2020,Leicester,1.04,2.08,0.62,1
26/12/2020,Manchester United,2.08,1.04,2.16,1
26/12/2020,Southampton,0.12,0.78,0.57,1
26/12/2020,Fulham,0.78,0.12,2.01,1
26/12/2020,Sheffield United,1.25,0.57,2.06,1
26/12/2020,Chelsea,2.25,1.94,1.61,1
26/12/2020,Newcastle United,0.20,3.20,0.04,1
26/12/2020,Crystal Palace,0.85,4.58,0.03,1
27/12/2020,Leeds,2.13,1.55,1.85,1
27/12/2020,West Ham,1.39,1.51,1.26,1
27/12/2020,Brighton,1.51,1.39,1.45,1
27/12/2020,West Bromwich Albion,0.74,1.45,0.79,1
27/12/2020,Tottenham,0.41,0.74,0.95,1
27/12/2020,Liverpool,1.45,0.74,1.92,1
27/12/2020,Wolverhampton Wanderers,0.74,0.41,1.64,1
27/12/2020,Burnley,1.55,2.13,0.89,1
28/12/2020,Aston Villa,0.73,1.54,0.66,1
28/12/2020,Leicester,1.72,0.32,2.55,1
28/12/2020,Crystal Palace,0.32,1.72,0.28,1
28/12/2020,Chelsea,1.54,0.73,2.07,1
29/12/2020,Leeds,1.54,0.44,2.29,1
29/12/2020,Arsenal,1.31,0.80,1.85,1
29/12/2020,Manchester United,1.48,0.41,2.44,1
29/12/2020,Burnley,0.97,0.49,1.85,1
29/12/2020,Southampton,0.67,1.07,0.92,1
29/12/2020,West Ham,1.07,0.67,1.74,1
29/12/2020,Brighton,0.80,1.31,0.87,1
29/12/2020,Wolverhampton Wanderers,0.41,1.48,0.36,1
29/12/2020,Sheffield United,0.49,0.97,0.82,1
29/12/2020,West Bromwich Albion,0.44,1.54,0.47,1
30/12/2020,Newcastle United,0.82,1.32,0.92,1
30/12/2020,Liverpool,1.32,0.82,1.79,1
01/01/2021,Manchester United,2.46,1.56,1.99,1
01/01/2021,West Ham,1.20,0.37,2.16,1
01/01/2021,Aston Villa,1.56,2.46,0.79,1
01/01/2021,Everton,0.37,1.20,0.56,1
02/01/2021,Arsenal,4.03,0.87,2.92,1
02/01/2021,Tottenham,2.53,1.16,2.29,1
02/01/2021,Crystal Palace,0.60,0.32,1.56,1
02/01/2021,Brighton,2.42,1.82,1.86,1
02/01/2021,Wolverhampton Wanderers,1.82,2.42,0.88,1
02/01/2021,Sheffield United,0.32,0.60,0.97,1
02/01/2021,Leeds,1.16,2.53,0.53,1
02/01/2021,West Bromwich Albion,0.87,4.03,0.05,1
03/01/2021,Manchester City,3.18,0.69,2.77,1
03/01/2021,Leicester,0.70,0.26,1.77,1
03/01/2021,Newcastle United,0.26,0.70,0.79,1
03/01/2021,Chelsea,0.69,3.18,0.15,1
04/01/2021,Southampton,0.50,1.37,0.62,1
04/01/2021,Liverpool,1.37,0.50,2.10,1
12/01/2021,Everton,0.32,0.85,0.79,1
12/01/2021,Manchester United,1.24,0.65,1.83,1
12/01/2021,Sheffield United,2.01,1.05,2.11,1
12/01/2021,Wolverhampton Wanderers,0.85,0.32,1.81,1
12/01/2021,Newcastle United,1.05,2.01,0.66,1
12/01/2021,Burnley,0.65,1.24,0.86,1
13/01/2021,Manchester City,2.91,0.18,2.91,1
13/01/2021,Tottenham,3.14,1.05,2.61,1
13/01/2021,Fulham,1.05,3.14,0.28,1
13/01/2021,Brighton,0.18,2.91,0.05,1
14/01/2021,Crystal Palace,0.71,0.37,1.64,1
14/01/2021,Arsenal,0.37,0.71,0.92,1
16/01/2021,Leicester,2.12,0.38,2.61,1
16/01/2021,West Bromwich Albion,2.46,1.94,1.79,1
16/01/2021,Chelsea,1.38,0.46,2.11,1
16/01/2021,West Ham,1.73,0.40,2.46,1
16/01/2021,Brighton,1.14,0.25,2.33,1
16/01/2021,Wolverhampton Wanderers,1.94,2.46,0.97,1
16/01/2021,Burnley,0.40,1.73,0.35,1
16/01/2021,Fulham,0.46,1.38,0.62,1
16/01/2021,Leeds,0.25,1.14,0.42,1
16/01/2021,Southampton,0.38,2.12,0.25,1
17/01/2021,Manchester City,0.96,0.05,2.26,1
17/01/2021,Tottenham,1.28,0.98,1.61,1
17/01/2021,Liverpool,1.20,1.19,1.34,1
17/01/2021,Manchester United,1.19,1.20,1.35,1
17/01/2021,Sheffield United,0.98,1.28,1.09,1
17/01/2021,Crystal Palace,0.05,0.96,0.40,1
18/01/2021,Arsenal,2.31,0.17,2.79,1
18/01/2021,Newcastle United,0.17,2.31,0.12,1
19/01/2021,Leicester,1.14,0.62,1.85,1
19/01/2021,West Ham,2.18,0.46,2.66,1
19/01/2021,West Bromwich Albion,0.46,2.18,0.22,1
19/01/2021,Chelsea,0.62,1.14,0.84,1
20/01/2021,Manchester City,3.34,0.60,2.85,1
20/01/2021,Manchester United,1.68,0.75,2.13,1
20/01/2021,Fulham,0.75,1.68,0.63,1
20/01/2021,Aston Villa,0.60,3.34,0.10,1
21/01/2021,Burnley,1.08,1.65,0.95,1
21/01/2021,Liverpool,1.65,1.08,1.77,1
23/01/2021,Aston Villa,2.60,0.40,2.80,1
23/01/2021,Newcastle United,0.40,2.60,0.13,1
26/01/2021,Manchester City,2.25,0.57,2.66,1
26/01/2021,Arsenal,2.43,1.00,2.44,1
26/01/2021,West Ham,3.30,0.63,2.85,1
26/01/2021,Leeds,0.79,1.14,1.03,1
26/01/2021,Crystal Palace,0.63,3.30,0.10,1
26/01/2021,Newcastle United,1.14,0.79,1.64,1
26/01/2021,Southampton,1.00,2.43,0.39,1
26/01/2021,West Bromwich Albion,0.57,2.25,0.20,1
27/01/2021,Burnley,0.72,2.71,0.22,1
27/01/2021,Sheffield United,0.69,0.99,1.08,1
27/01/2021,Everton,0.47,0.79,1.01,1
27/01/2021,Leicester,0.79,0.47,1.61,1
27/01/2021,Chelsea,0.66,0.63,1.28,1
27/01/2021,Brighton,2.29,0.51,2.62,1
27/01/2021,Fulham,0.51,2.29,0.25,1
27/01/2021,Wolverhampton Wanderers,0.63,0.66,1.32,1
27/01/2021,Aston Villa,2.71,0.72,2.67,1
27/01/2021,Manchester United,0.99,0.69,1.57,1
28/01/2021,Liverpool,2.59,0.10,2.95,1
28/01/2021,Tottenham,0.10,2.59,0.03,1
30/01/2021,Newcastle United,2.09,0.97,2.19,1
30/01/2021,Aston Villa,0.80,2.23,0.41,1
30/01/2021,Crystal Palace,1.37,0.45,2.24,1
30/01/2021,Manchester City,1.53,0.15,2.65,1
30/01/2021,West Bromwich Albion,0.99,1.52,0.94,1
30/01/2021,Fulham,1.52,0.99,1.77,1
30/01/2021,Arsenal,0.75,1.51,0.70,1
30/01/2021,Manchester United,1.51,0.75,2.05,1
30/01/2021,Southampton,2.23,0.80,2.41,1
30/01/2021,Wolverhampton Wanderers,0.45,1.37,0.50,1
30/01/2021,Sheffield United,0.15,1.53,0.20,1
30/01/2021,Everton,0.97,2.09,0.61,1
31/01/2021,Liverpool,2.06,0.88,2.30,1
31/01/2021,Leeds,1.81,1.73,1.43,1
31/01/2021,Chelsea,1.44,0.39,2.22,1
31/01/2021,Brighton,1.77,0.37,2.50,1
31/01/2021,Tottenham,0.37,1.77,0.33,1
31/01/2021,Leicester,1.73,1.81,1.30,1
31/01/2021,West Ham,0.88,2.06,0.50,1
31/01/2021,Burnley,0.39,1.44,0.51,1
02/02/2021,Manchester United,5.03,0.51,2.98,1
02/02/2021,Crystal Palace,0.81,1.91,0.60,1
02/02/2021,Wolverhampton Wanderers,1.56,0.72,2.12,1
02/02/2021,Sheffield United,1.36,1.62,1.06,1
02/02/2021,West Bromwich Albion,1.62,1.36,1.62,1
02/02/2021,Arsenal,0.72,1.56,0.62,1
02/02/2021,Newcastle United,1.91,0.81,2.18,1
02/02/2021,Southampton,0.51,5.03,0.01,1
03/02/2021,West Ham,1.79,0.74,2.14,1
03/02/2021,Leicester,1.71,0.73,2.29,1
03/02/2021,Manchester City,2.12,0.05,2.85,1
03/02/2021,Everton,1.92,1.14,2.00,1
03/02/2021,Brighton,1.19,1.10,1.45,1
03/02/2021,Leeds,1.14,1.92,0.75,1
03/02/2021,Liverpool,1.10,1.19,1.24,1
03/02/2021,Aston Villa,0.74,1.79,0.63,1
03/02/2021,Burnley,0.05,2.12,0.08,1
03/02/2021,Fulham,0.73,1.71,0.47,1
04/02/2021,Chelsea,2.39,0.57,2.63,1
04/02/2021,Tottenham,0.57,2.39,0.24,1
06/02/2021,Newcastle United,0.91,1.43,0.94,1
06/02/2021,Aston Villa,1.20,0.68,1.80,1
06/02/2021,Everton,1.56,1.72,1.24,1
06/02/2021,Manchester United,1.72,1.56,1.48,1
06/02/2021,Burnley,1.89,0.61,2.37,1
06/02/2021,Brighton,0.61,1.89,0.45,1
06/02/2021,West Ham,0.94,1.61,0.86,1
06/02/2021,Fulham,1.61,0.94,1.87,1
06/02/2021,Southampton,1.43,0.91,1.77,1
06/02/2021,Arsenal,0.68,1.20,0.90,1
07/02/2021,Manchester City,3.55,1.18,2.89,1
07/02/2021,Tottenham,1.93,0.70,2.30,1
07/02/2021,Chelsea,1.64,0.62,2.27,1
07/02/2021,Leicester,0.63,1.36,0.73,1
07/02/2021,Wolverhampton Wanderers,1.36,0.63,2.00,1
07/02/2021,Sheffield United,0.62,1.64,0.50,1
07/02/2021,West Bromwich Albion,0.70,1.93,0.49,1
07/02/2021,Liverpool,1.18,3.55,0.07,1
08/02/2021,Leeds,2.65,0.37,2.79,1
08/02/2021,Crystal Palace,0.37,2.65,0.14,1
13/02/2021,Manchester City,2.46,0.42,2.74,1
13/02/2021,Burnley,1.96,0.65,2.37,1
13/02/2021,Leicester,2.07,1.68,1.67,1
13/02/2021,Aston Villa,0.14,2.33,0.11,1
13/02/2021,Brighton,2.33,0.14,2.82,1
13/02/2021,Liverpool,1.68,2.07,1.07,1
13/02/2021,Crystal Palace,0.65,1.96,0.45,1
13/02/2021,Tottenham,0.42,2.46,0.17,1
14/02/2021,Arsenal,2.51,0.77,2.64,1
14/02/2021,Fulham,2.55,0.31,2.88,1
14/02/2021,Wolverhampton Wanderers,1.09,0.85,1.60,1
14/02/2021,West Bromwich Albion,0.95,0.42,1.86,1
14/02/2021,Manchester United,0.42,0.95,0.79,1
14/02/2021,Southampton,0.85,1.09,1.05,1
14/02/2021,Leeds,0.77,2.51,0.24,1
14/02/2021,Everton,0.31,2.55,0.07,1
15/02/2021,West Ham,2.33,0.93,2.40,1
15/02/2021,Chelsea,2.54,0.43,2.74,1
15/02/2021,Newcastle United,0.43,2.54,0.16,1
15/02/2021,Sheffield United,0.93,2.33,0.42,1
17/02/2021,Manchester City,1.23,1.05,1.40,1
17/02/2021,Burnley,1.21,0.59,1.94,1
17/02/2021,Fulham,0.59,1.21,0.77,1
17/02/2021,Everton,1.05,1.23,1.22,1
19/02/2021,Wolverhampton Wanderers,0.59,2.48,0.26,1
19/02/2021,Leeds,2.48,0.59,2.62,1
20/02/2021,Everton,2.01,1.54,1.74,1
20/02/2021,Fulham,1.21,0.98,1.52,1
20/02/2021,Southampton,0.50,1.45,0.47,1
20/02/2021,Chelsea,1.45,0.50,2.28,1
20/02/2021,West Bromwich Albion,1.72,0.54,2.48,1
20/02/2021,Burnley,0.54,1.72,0.34,1
20/02/2021,Sheffield United,0.98,1.21,1.16,1
20/02/2021,Liverpool,1.54,2.01,1.00,1
21/02/2021,Manchester United,1.73,0.34,2.54,1
21/02/2021,Leicester,1.24,1.71,0.94,1
21/02/2021,West Ham,1.09,0.77,1.80,1
21/02/2021,Manchester City,2.09,0.33,2.63,1
21/02/2021,Aston Villa,1.71,1.24,1.78,1
21/02/2021,Tottenham,0.77,1.09,0.86,1
21/02/2021,Arsenal,0.33,2.09,0.23,1
21/02/2021,Newcastle United,0.34,1.73,0.29,1
22/02/2021,Crystal Palace,0.18,2.59,0.09,1
22/02/2021,Brighton,2.59,0.18,2.84,1
23/02/2021,Leeds,1.85,1.48,1.61,1
23/02/2021,Southampton,1.48,1.85,1.13,1
27/02/2021,Manchester City,0.76,1.93,0.39,1
27/02/2021,Aston Villa,0.88,1.00,1.21,1
27/02/2021,West Bromwich Albion,0.69,3.12,0.11,1
27/02/2021,Newcastle United,1.95,1.28,1.86,1
27/02/2021,Wolverhampton Wanderers,1.28,1.95,0.90,1
27/02/2021,West Ham,1.93,0.76,2.41,1
27/02/2021,Brighton,3.12,0.69,2.83,1
27/02/2021,Leeds,1.00,0.88,1.44,1
28/02/2021,Tottenham,2.36,0.60,2.57,1
28/02/2021,Arsenal,2.11,0.53,2.70,1
28/02/2021,Liverpool,2.81,0.78,2.65,1
28/02/2021,Crystal Palace,0.09,0.81,0.54,1
28/02/2021,Chelsea,1.17,0.36,2.15,1
