,HomeTeam_0,HomeTeam_1,HomeTeam_2,HomeTeam_3,HomeTeam_4,HomeTeam_5,AwayTeam_0,AwayTeam_1,AwayTeam_2,AwayTeam_3,AwayTeam_4,AwayTeam_5,FTR,HST,AST,HC,AC,HAS,HDS,AAS,ADS
78,0,0,1,0,0,0,0,1,0,0,1,1,D,5,2,6,2,0.49569707401032703,0.7755337564916329,0.49163300634737445,0.4716006884681584
79,0,0,1,0,1,1,0,0,0,1,1,0,H,10,3,7,4,1.4337349397590362,0.7593768032313907,0.8309290248124639,0.9259896729776248
80,0,0,0,0,1,1,0,0,1,1,1,0,H,5,5,3,5,0.024096385542168672,0.05308713214079631,1.1563762261973456,0.9294320137693631
81,0,0,1,1,1,1,0,0,0,1,0,0,D,3,4,9,8,1.0413080895008606,0.9371032890940565,0.6001154068090017,0.6316695352839932
82,0,0,1,1,0,1,0,0,0,0,1,0,D,8,2,8,5,0.08777969018932874,0.09001731102135026,0.7639930755914599,0.9259896729776248
83,0,0,0,1,0,1,0,0,1,1,1,1,H,10,8,8,5,0.20137693631669537,0.22850548182342756,0.28159261396422386,0.3580034423407918
84,0,0,0,1,1,0,0,0,1,1,0,1,A,4,5,6,7,0.41308089500860584,0.482400461627236,1.4495095210617426,0.6936316695352841
85,0,1,0,0,0,0,0,0,0,1,1,1,H,10,2,5,6,1.2805507745266782,0.7663012117714945,0.023081361800346218,0.07056798623063684
86,0,0,1,0,0,0,0,0,1,1,0,0,H,11,2,5,0,0.49569707401032703,0.7755337564916329,1.3848817080207732,0.6712564543889846
87,0,0,0,1,0,0,0,0,1,0,1,1,A,0,11,4,3,0.09466437177280551,0.21465666474321984,1.3525678015002884,0.774526678141136
88,0,0,1,1,1,0,0,0,1,0,1,0,A,2,8,6,6,0.37005163511187605,0.48701673398730516,0.8147720715522215,0.9862306368330465
89,0,0,1,1,0,0,0,0,1,0,0,1,A,3,3,9,1,0.03442340791738382,0.06693594922100403,0.10848240046162723,0.1153184165232358
90,0,0,0,0,0,1,0,0,0,0,1,1,H,2,6,5,6,0.30808950086058523,0.4108482400461627,0.3485285631852279,0.4268502581755594
91,0,0,0,0,1,0,0,1,0,0,1,0,H,19,3,10,0,1.3838209982788297,0.6878245816503173,0.05077899596076168,0.06884681583476764
92,0,0,0,1,1,1,0,1,0,0,1,1,H,11,3,10,9,1.3218588640275388,0.6693594922100404,0.49163300634737445,0.4716006884681584
93,0,0,1,0,1,0,0,1,0,1,0,0,H,14,0,12,4,1.3838209982788297,0.641661858049625,0.22619734564339297,0.20137693631669537
94,0,1,0,0,0,1,0,0,0,1,0,1,A,4,4,5,4,0.8605851979345956,0.9301788805539527,0.9394114252740912,0.9277108433734941
95,0,0,1,0,0,1,0,1,0,0,0,1,H,8,7,7,4,1.1790017211703958,0.8909405654933641,0.08078476630121176,0.20309810671256456
96,0,1,0,0,1,1,0,0,1,0,0,0,A,3,5,5,4,0.783132530120482,0.9786497403346797,1.4125793421811885,0.7917383820998278
97,0,1,0,1,0,0,0,1,0,0,0,0,D,4,3,7,3,0.6867469879518072,0.8563185227928447,0.5354875937680322,0.7900172117039588
98,0,1,0,0,1,0,0,0,0,0,0,1,A,6,4,9,3,0.5989672977624785,0.6947489901904212,1.2740911713791114,0.7848537005163511
99,0,0,1,0,1,1,0,0,0,0,0,1,H,14,2,10,4,1.4337349397590362,0.7593768032313907,1.2740911713791114,0.7848537005163511
100,0,1,0,1,0,0,0,0,1,1,1,1,H,7,4,9,6,0.6867469879518072,0.8563185227928447,0.28159261396422386,0.3580034423407918
101,0,0,0,0,1,0,0,0,1,1,1,0,H,7,3,2,3,1.3838209982788297,0.6878245816503173,1.1563762261973456,0.9294320137693631
102,0,0,1,1,0,1,0,0,0,0,1,1,H,11,3,6,1,0.08777969018932874,0.09001731102135026,0.3485285631852279,0.4268502581755594
103,0,0,0,1,1,0,0,1,0,0,0,1,H,5,2,7,3,0.41308089500860584,0.482400461627236,0.08078476630121176,0.20309810671256456
104,0,0,1,0,1,0,0,0,0,1,0,0,H,8,5,7,7,1.3838209982788297,0.641661858049625,0.6001154068090017,0.6316695352839932
105,0,0,1,0,0,0,0,1,0,0,1,0,H,7,4,1,3,0.49569707401032703,0.7755337564916329,0.05077899596076168,0.06884681583476764
106,0,1,0,0,1,1,0,0,1,0,1,0,H,4,5,3,8,0.783132530120482,0.9786497403346797,0.8147720715522215,0.9862306368330465
107,0,0,1,1,0,0,0,1,0,1,0,0,D,6,9,5,9,0.03442340791738382,0.06693594922100403,0.22619734564339297,0.20137693631669537
108,0,0,0,1,1,1,0,0,0,1,0,1,H,8,7,9,6,1.3218588640275388,0.6693594922100404,0.9394114252740912,0.9277108433734941
109,0,0,0,0,0,1,0,0,0,1,1,1,H,7,8,3,6,0.30808950086058523,0.4108482400461627,0.023081361800346218,0.07056798623063684
110,0,0,0,0,1,1,0,0,1,1,0,1,A,2,6,3,9,0.024096385542168672,0.05308713214079631,1.4495095210617426,0.6936316695352841
111,0,0,0,1,0,1,0,0,1,0,1,1,H,7,8,7,7,0.20137693631669537,0.22850548182342756,1.3525678015002884,0.774526678141136
112,0,1,0,0,0,0,0,1,0,0,1,1,A,3,2,9,4,1.2805507745266782,0.7663012117714945,0.49163300634737445,0.4716006884681584
113,0,0,1,1,1,0,0,0,1,0,0,0,A,3,8,5,8,0.37005163511187605,0.48701673398730516,1.4125793421811885,0.7917383820998278
114,0,1,0,0,0,1,0,0,1,0,0,1,H,6,5,7,4,0.8605851979345956,0.9301788805539527,0.10848240046162723,0.1153184165232358
115,0,1,0,0,1,0,0,0,1,1,0,0,H,4,4,7,7,0.5989672977624785,0.6947489901904212,1.3848817080207732,0.6712564543889846
116,0,0,1,0,0,1,0,1,0,0,0,0,H,6,3,8,7,1.1790017211703958,0.8909405654933641,0.5354875937680322,0.7900172117039588
117,0,0,1,1,1,1,0,0,0,1,1,0,A,6,1,6,2,1.0413080895008606,0.9371032890940565,0.8309290248124639,0.9259896729776248
118,0,0,0,1,0,0,0,0,0,0,1,0,D,2,6,6,1,0.09466437177280551,0.21465666474321984,0.7639930755914599,0.9259896729776248
119,0,0,1,0,1,1,0,1,0,0,0,1,D,9,2,10,0,1.4337349397590362,0.7593768032313907,0.08078476630121176,0.20309810671256456
120,0,1,0,1,0,0,0,0,1,1,1,0,H,6,2,10,1,0.6867469879518072,0.8563185227928447,1.1563762261973456,0.9294320137693631
121,0,0,1,1,0,0,0,0,0,1,0,1,A,6,4,3,3,0.03442340791738382,0.06693594922100403,0.9394114252740912,0.9277108433734941
122,0,0,1,1,0,1,0,0,1,1,1,1,H,13,4,13,3,0.08777969018932874,0.09001731102135026,0.28159261396422386,0.3580034423407918
123,0,0,0,1,1,0,0,0,1,0,1,0,D,4,1,0,3,0.41308089500860584,0.482400461627236,0.8147720715522215,0.9862306368330465
124,0,0,1,0,1,0,0,0,0,0,1,1,H,11,1,10,0,1.3838209982788297,0.641661858049625,0.3485285631852279,0.4268502581755594
125,0,0,1,0,0,0,0,0,0,1,0,0,D,5,5,7,4,0.49569707401032703,0.7755337564916329,0.6001154068090017,0.6316695352839932
126,0,1,0,0,1,1,0,0,0,0,0,1,H,11,5,7,5,0.783132530120482,0.9786497403346797,1.2740911713791114,0.7848537005163511
127,0,0,0,0,1,0,0,1,0,1,0,0,D,7,3,3,2,1.3838209982788297,0.6878245816503173,0.22619734564339297,0.20137693631669537
128,0,0,0,1,1,1,0,1,0,0,1,0,H,13,5,7,1,1.3218588640275388,0.6693594922100404,0.05077899596076168,0.06884681583476764
129,0,0,0,0,0,1,0,0,1,1,0,0,H,6,3,4,5,0.30808950086058523,0.4108482400461627,1.3848817080207732,0.6712564543889846
130,0,0,0,1,0,0,0,0,0,1,1,1,H,3,4,2,4,0.09466437177280551,0.21465666474321984,0.023081361800346218,0.07056798623063684
131,0,0,1,1,1,1,0,0,1,0,0,0,H,2,2,3,5,1.0413080895008606,0.9371032890940565,1.4125793421811885,0.7917383820998278
132,0,0,0,1,0,1,0,0,0,0,1,0,A,6,3,2,2,0.20137693631669537,0.22850548182342756,0.7639930755914599,0.9259896729776248
133,0,1,0,0,0,0,0,0,1,1,0,1,A,4,4,10,11,1.2805507745266782,0.7663012117714945,1.4495095210617426,0.6936316695352841
134,0,0,1,1,1,0,0,1,0,0,1,1,A,4,7,6,2,0.37005163511187605,0.48701673398730516,0.49163300634737445,0.4716006884681584
135,0,1,0,0,0,1,0,1,0,0,0,0,A,9,6,1,4,0.8605851979345956,0.9301788805539527,0.5354875937680322,0.7900172117039588
136,0,1,0,0,1,0,0,0,0,1,1,0,H,3,3,3,3,0.5989672977624785,0.6947489901904212,0.8309290248124639,0.9259896729776248
137,0,0,1,0,0,1,0,0,1,0,1,1,H,4,4,6,5,1.1790017211703958,0.8909405654933641,1.3525678015002884,0.774526678141136
138,0,0,0,0,1,1,0,0,1,0,0,1,A,5,4,5,5,0.024096385542168672,0.05308713214079631,0.10848240046162723,0.1153184165232358
139,0,0,0,0,0,1,0,1,0,0,0,0,A,2,3,7,8,0.30808950086058523,0.4108482400461627,0.5354875937680322,0.7900172117039588
140,0,0,0,0,1,1,0,0,0,1,1,0,D,2,4,6,1,0.024096385542168672,0.05308713214079631,0.8309290248124639,0.9259896729776248
141,0,0,0,1,0,0,0,0,1,1,0,1,A,0,7,3,9,0.09466437177280551,0.21465666474321984,1.4495095210617426,0.6936316695352841
142,0,0,1,1,1,1,0,0,1,1,0,0,H,5,6,1,4,1.0413080895008606,0.9371032890940565,1.3848817080207732,0.6712564543889846
143,0,1,0,0,0,0,0,0,1,0,0,1,A,4,4,6,5,1.2805507745266782,0.7663012117714945,0.10848240046162723,0.1153184165232358
144,0,0,1,1,1,0,0,0,0,1,1,1,D,9,5,6,4,0.37005163511187605,0.48701673398730516,0.023081361800346218,0.07056798623063684
145,0,1,0,0,1,0,0,0,0,0,1,0,A,5,8,6,10,0.5989672977624785,0.6947489901904212,0.7639930755914599,0.9259896729776248
146,0,0,1,0,0,1,0,1,0,0,1,1,H,7,5,5,8,1.1790017211703958,0.8909405654933641,0.49163300634737445,0.4716006884681584
147,0,0,0,1,0,1,0,0,1,0,0,0,H,6,3,8,4,0.20137693631669537,0.22850548182342756,1.4125793421811885,0.7917383820998278
148,0,1,0,0,0,1,0,0,1,0,1,1,H,6,9,5,11,0.8605851979345956,0.9301788805539527,1.3525678015002884,0.774526678141136
149,0,0,1,0,1,1,0,0,0,1,0,0,H,12,5,16,8,1.4337349397590362,0.7593768032313907,0.6001154068090017,0.6316695352839932
150,0,1,0,1,0,0,0,0,1,0,1,0,D,4,5,8,2,0.6867469879518072,0.8563185227928447,0.8147720715522215,0.9862306368330465
151,0,0,1,1,0,0,0,1,0,0,1,0,H,6,7,9,8,0.03442340791738382,0.06693594922100403,0.05077899596076168,0.06884681583476764
152,0,0,1,1,0,1,0,1,0,0,0,1,A,5,3,6,1,0.08777969018932874,0.09001731102135026,0.08078476630121176,0.20309810671256456
153,0,0,0,1,1,0,0,1,0,1,0,0,H,5,4,0,6,0.41308089500860584,0.482400461627236,0.22619734564339297,0.20137693631669537
154,0,0,0,1,1,1,0,0,1,1,1,1,H,3,2,6,5,1.3218588640275388,0.6693594922100404,0.28159261396422386,0.3580034423407918
155,0,0,1,0,1,0,0,0,1,1,1,0,H,8,3,7,5,1.3838209982788297,0.641661858049625,1.1563762261973456,0.9294320137693631
156,0,1,0,0,1,1,0,0,0,0,1,1,H,6,3,7,5,0.783132530120482,0.9786497403346797,0.3485285631852279,0.4268502581755594
157,0,0,0,0,1,0,0,0,0,0,0,1,H,7,5,7,10,1.3838209982788297,0.6878245816503173,1.2740911713791114,0.7848537005163511
158,0,0,1,0,0,0,0,0,0,1,0,1,H,11,2,8,4,0.49569707401032703,0.7755337564916329,0.9394114252740912,0.9277108433734941
159,0,0,1,0,1,1,0,0,1,0,1,0,H,10,1,5,2,1.4337349397590362,0.7593768032313907,0.8147720715522215,0.9862306368330465
160,0,0,1,1,0,0,0,0,1,1,1,0,D,6,4,7,2,0.03442340791738382,0.06693594922100403,1.1563762261973456,0.9294320137693631
161,0,0,0,0,0,1,0,0,1,1,0,1,D,8,8,9,6,0.30808950086058523,0.4108482400461627,1.4495095210617426,0.6936316695352841
162,0,0,0,0,1,0,0,1,0,0,0,1,H,10,3,3,6,1.3838209982788297,0.6878245816503173,0.08078476630121176,0.20309810671256456
163,0,1,0,0,0,0,0,0,0,1,0,1,H,9,4,5,13,1.2805507745266782,0.7663012117714945,0.9394114252740912,0.9277108433734941
164,0,1,0,0,1,0,0,1,0,1,0,0,H,3,5,2,10,0.5989672977624785,0.6947489901904212,0.22619734564339297,0.20137693631669537
165,0,0,1,0,0,0,0,0,0,0,1,1,H,5,5,5,3,0.49569707401032703,0.7755337564916329,0.3485285631852279,0.4268502581755594
166,0,1,0,0,1,1,0,0,0,1,1,0,D,5,4,4,4,0.783132530120482,0.9786497403346797,0.8309290248124639,0.9259896729776248
167,0,0,0,0,1,1,0,1,0,0,1,1,H,5,1,8,10,0.024096385542168672,0.05308713214079631,0.49163300634737445,0.4716006884681584
168,0,0,0,1,1,1,0,0,1,0,0,1,A,5,6,8,5,1.3218588640275388,0.6693594922100404,0.10848240046162723,0.1153184165232358
169,0,1,0,1,0,0,0,0,0,0,0,1,D,5,4,5,4,0.6867469879518072,0.8563185227928447,1.2740911713791114,0.7848537005163511
170,0,0,0,1,0,0,0,1,0,0,1,0,H,3,5,3,5,0.09466437177280551,0.21465666474321984,0.05077899596076168,0.06884681583476764
171,0,0,1,1,1,1,0,0,0,0,1,0,D,5,4,9,7,1.0413080895008606,0.9371032890940565,0.7639930755914599,0.9259896729776248
172,0,0,1,1,0,1,0,0,0,1,0,0,H,7,4,6,1,0.08777969018932874,0.09001731102135026,0.6001154068090017,0.6316695352839932
173,0,0,0,1,0,1,0,1,0,0,0,0,H,8,6,8,5,0.20137693631669537,0.22850548182342756,0.5354875937680322,0.7900172117039588
174,0,0,0,1,1,0,0,0,1,1,1,1,H,5,8,5,5,0.41308089500860584,0.482400461627236,0.28159261396422386,0.3580034423407918
175,0,0,1,1,1,0,0,0,1,1,0,0,H,4,3,3,5,0.37005163511187605,0.48701673398730516,1.3848817080207732,0.6712564543889846
176,0,1,0,0,0,1,0,0,0,1,1,1,H,6,3,4,3,0.8605851979345956,0.9301788805539527,0.023081361800346218,0.07056798623063684
177,0,0,1,0,1,0,0,0,1,0,1,1,A,4,4,9,2,1.3838209982788297,0.641661858049625,1.3525678015002884,0.774526678141136
178,0,0,1,0,0,1,0,0,1,0,0,0,D,4,10,3,7,1.1790017211703958,0.8909405654933641,1.4125793421811885,0.7917383820998278
179,0,0,0,0,1,1,0,0,0,1,0,0,D,5,2,8,6,0.024096385542168672,0.05308713214079631,0.6001154068090017,0.6316695352839932
180,0,0,0,0,0,1,0,0,0,1,0,1,H,7,4,13,6,0.30808950086058523,0.4108482400461627,0.9394114252740912,0.9277108433734941
181,0,0,0,0,1,0,0,0,0,1,1,1,H,8,1,5,4,1.3838209982788297,0.6878245816503173,0.023081361800346218,0.07056798623063684
182,0,0,0,1,0,0,0,0,1,0,1,0,H,5,4,2,3,0.09466437177280551,0.21465666474321984,0.8147720715522215,0.9862306368330465
183,0,0,0,1,0,1,0,0,0,1,1,0,A,5,5,10,2,0.20137693631669537,0.22850548182342756,0.8309290248124639,0.9259896729776248
184,0,0,0,1,1,0,0,0,0,0,1,0,H,6,4,6,5,0.41308089500860584,0.482400461627236,0.7639930755914599,0.9259896729776248
