,HomeTeam,AwayTeam,FTR,HTHG,HTAG,HTR,HS,AS,HST,AST,HF,AF,HC,AC,HY,AY,HR,AR,HTGS,ATGS,HTGC,ATGC,HomeTeam_0,HomeTeam_1,HomeTeam_2,HomeTeam_3,HomeTeam_4,HomeTeam_5,AwayTeam_0,AwayTeam_1,AwayTeam_2,AwayTeam_3,AwayTeam_4,AwayTeam_5
3799,Wolves,Sunderland,H,1,1,D,14,11,7,5,11,19,4,1,1,2,0,2,30,47,55,54,0,1,1,1,0,0,0,1,0,0,0,0
3800,Aston Villa,West Ham,H,2,0,H,23,12,11,2,15,15,16,7,1,2,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0
3801,Blackburn,Everton,H,1,0,H,7,17,2,12,19,14,1,3,2,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,1
3802,Bolton,Fulham,D,0,0,D,13,12,9,7,12,13,4,8,1,3,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,1,1
3803,Chelsea,West Brom,H,2,0,H,18,10,13,4,10,10,3,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0
3804,Sunderland,Birmingham,D,1,0,H,6,13,2,7,13,10,3,6,3,3,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0
3805,Tottenham,Man City,D,0,0,D,22,11,18,7,13,16,10,3,0,2,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
3806,Wigan,Blackpool,A,0,3,A,11,9,6,7,8,11,6,4,1,1,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,1,1,0
3807,Wolves,Stoke,H,2,0,H,13,10,7,6,17,13,5,5,0,2,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,1,1
3808,Liverpool,Arsenal,D,0,0,D,7,14,4,7,13,15,9,11,1,3,1,1,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0
3809,Man United,Newcastle,H,2,0,H,18,7,10,3,9,5,5,3,2,2,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0
3810,Arsenal,Blackpool,H,3,0,H,26,3,16,1,9,3,8,2,0,0,0,1,1,4,1,0,0,0,1,0,1,1,1,0,0,1,1,0
3811,Birmingham,Blackburn,H,0,0,D,10,7,7,2,13,14,4,12,2,3,0,0,2,1,2,0,0,1,1,0,0,0,0,1,0,1,0,1
3812,Everton,Wolves,D,1,0,H,14,9,6,4,18,15,3,3,1,2,0,0,0,2,1,1,0,0,1,1,1,1,0,1,1,0,1,1
3813,Stoke,Tottenham,A,1,2,A,15,7,10,6,15,4,6,2,3,1,0,0,1,0,2,0,1,0,0,1,0,0,0,0,1,1,1,0
3814,West Brom,Sunderland,H,0,0,D,11,10,5,4,16,12,4,6,2,2,0,0,0,2,6,2,0,1,1,0,1,0,0,1,0,0,0,0
3815,West Ham,Bolton,A,0,0,D,17,12,10,8,11,18,8,5,2,4,0,0,0,0,3,0,0,1,0,0,1,1,0,1,0,1,1,0
3816,Wigan,Chelsea,A,0,1,A,17,10,12,8,12,7,0,0,1,2,0,0,0,6,4,0,0,1,1,1,1,1,0,0,1,1,0,0
3817,Fulham,Man United,D,0,1,A,16,14,8,7,7,6,5,11,2,2,0,0,0,3,0,0,0,1,0,1,1,1,0,0,1,1,0,1
3818,Newcastle,Aston Villa,H,3,0,H,20,3,14,1,15,12,10,2,3,1,0,0,0,3,3,0,0,1,0,0,0,1,0,0,0,1,1,0
3819,Man City,Liverpool,H,1,0,H,8,13,3,7,13,12,5,4,1,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,1,1
3820,Blackburn,Arsenal,A,1,1,D,15,14,7,9,9,7,4,8,1,0,0,0,2,7,2,1,0,1,0,1,1,0,0,0,1,0,0,0
3821,Blackpool,Fulham,D,0,1,A,14,12,5,7,13,16,4,5,1,0,0,0,4,2,6,2,1,0,0,1,1,0,0,1,0,1,1,1
3822,Chelsea,Stoke,H,1,0,H,15,9,6,3,5,10,6,1,0,2,0,0,12,2,0,4,0,0,0,0,1,0,1,0,0,0,1,1
3823,Man United,West Ham,H,1,0,H,18,7,11,2,6,11,9,3,1,2,0,0,5,1,2,6,0,0,1,0,1,0,0,0,0,0,1,0
3824,Tottenham,Wigan,A,0,0,D,12,13,7,5,10,11,16,7,3,2,0,0,2,0,1,10,0,0,1,0,0,1,0,1,1,1,1,1
3825,Wolves,Newcastle,D,1,0,H,5,11,2,6,20,17,5,3,7,4,0,0,3,6,2,3,0,1,1,1,0,0,0,0,1,0,1,0
3826,Aston Villa,Everton,H,1,0,H,12,15,6,9,19,10,4,16,4,0,0,0,3,1,6,2,0,1,0,1,0,0,0,0,0,1,0,1
3827,Bolton,Birmingham,D,0,1,A,11,9,8,5,19,17,6,1,2,3,1,0,3,4,1,3,0,1,0,1,0,1,0,1,1,0,1,0
3828,Liverpool,West Brom,H,0,0,D,11,14,7,5,9,8,7,6,0,0,0,1,1,1,4,6,0,0,0,1,1,1,0,1,1,0,0,0
3829,Sunderland,Man City,H,0,0,D,12,9,4,7,5,9,3,7,0,3,0,0,2,3,3,0,0,0,1,0,0,0,0,0,0,0,0,1
3830,Arsenal,Bolton,H,1,1,D,23,7,14,6,11,11,9,6,2,2,0,1,9,5,2,3,0,0,1,0,1,1,0,1,0,1,1,0
3831,Everton,Man United,D,1,1,D,23,13,14,8,11,18,7,5,1,1,0,0,1,8,3,2,0,0,1,1,1,1,0,0,1,1,0,1
3832,Fulham,Wolves,H,0,1,A,13,4,6,2,9,17,6,6,3,6,0,1,4,4,4,3,0,1,0,1,1,1,0,1,1,0,1,1
3833,Man City,Blackburn,D,0,1,A,20,4,14,2,12,10,14,2,2,1,0,0,3,3,1,4,0,1,0,0,0,0,0,1,0,1,0,1
3834,Newcastle,Blackpool,A,0,1,A,16,7,13,4,15,14,3,2,2,3,0,0,7,6,4,8,0,1,0,0,0,1,1,0,0,1,1,0
3835,West Brom,Tottenham,D,1,1,D,15,16,8,9,12,9,9,4,2,1,0,0,1,2,7,2,0,1,1,0,1,0,0,0,1,1,1,0
3836,West Ham,Chelsea,A,0,2,A,13,17,7,9,13,10,1,5,2,2,0,0,1,14,9,0,0,1,0,0,1,1,0,0,1,1,0,0
3837,Wigan,Sunderland,D,0,0,D,17,4,4,2,19,11,5,1,4,2,0,1,1,3,10,3,0,1,1,1,1,1,0,1,0,0,0,0
3838,Birmingham,Liverpool,D,0,0,D,15,14,3,8,8,9,4,3,1,0,0,0,6,2,5,4,0,1,1,0,0,0,0,0,1,0,1,1
3839,Stoke,Aston Villa,H,0,1,A,20,10,12,6,11,14,8,7,1,2,0,0,2,4,6,6,1,0,0,1,0,0,0,0,0,1,1,0
3840,Aston Villa,Bolton,D,1,1,D,13,13,6,7,15,8,8,4,1,2,0,0,5,6,8,7,0,1,0,1,0,0,0,1,0,1,1,0
3841,Blackburn,Fulham,D,1,0,H,9,9,5,4,15,10,3,3,0,1,0,0,4,6,5,5,0,1,0,1,1,0,0,1,0,1,1,1
3842,Everton,Newcastle,A,0,1,A,6,9,3,4,15,21,3,6,2,3,0,0,4,7,6,6,0,0,1,1,1,1,0,0,1,0,1,0
3843,Stoke,West Ham,D,0,1,A,9,13,3,6,14,8,6,3,3,2,0,0,4,2,7,12,1,0,0,1,0,0,0,0,0,0,1,0
3844,Sunderland,Arsenal,D,0,1,A,16,16,5,7,11,13,11,3,2,2,0,1,4,13,4,3,0,0,1,0,0,0,0,0,1,0,0,0
3845,Tottenham,Wolves,H,0,1,A,20,5,11,2,7,11,5,4,3,3,0,0,3,5,3,5,0,0,1,0,0,1,0,1,1,0,1,1
3846,West Brom,Birmingham,H,0,1,A,16,6,10,3,11,8,5,0,1,1,0,0,2,6,8,5,0,1,1,0,1,0,0,1,1,0,1,0
3847,Chelsea,Blackpool,H,4,0,H,27,11,15,4,7,4,9,6,1,2,0,0,17,8,1,8,0,0,0,0,1,0,1,0,0,1,1,0
3848,Man United,Liverpool,H,1,0,H,16,7,7,1,15,10,6,1,4,1,0,0,11,2,5,4,0,0,1,0,1,0,0,0,1,0,1,1
3849,Wigan,Man City,A,0,1,A,9,11,3,5,10,14,3,1,1,2,0,0,2,4,11,2,0,1,1,1,1,1,0,0,0,0,0,1
3850,Arsenal,West Brom,A,0,0,D,24,7,12,5,15,14,16,4,4,3,0,0,14,5,4,9,0,0,1,0,1,1,0,1,1,0,0,0
3851,Birmingham,Wigan,D,0,0,D,10,17,4,10,12,18,3,7,2,3,1,0,7,2,8,13,0,1,1,0,0,0,0,1,1,1,1,1
3852,Blackpool,Blackburn,A,0,1,A,11,13,8,8,12,11,8,8,2,1,0,0,8,5,12,6,1,0,0,1,1,0,0,1,0,1,0,1
3853,Fulham,Everton,D,0,0,D,12,15,2,7,15,13,4,5,2,1,0,0,7,4,6,7,0,1,0,1,1,1,0,0,0,1,0,1
3854,Liverpool,Sunderland,D,1,1,D,13,10,5,1,15,7,3,3,3,1,0,0,4,5,7,5,0,0,0,1,1,1,0,1,0,0,0,0
3855,Man City,Chelsea,H,0,0,D,8,15,6,4,10,12,3,4,2,3,0,0,6,21,2,1,0,1,0,0,0,0,0,0,1,1,0,0
3856,West Ham,Tottenham,H,1,0,H,22,17,15,11,10,11,14,7,2,0,0,0,3,6,13,4,0,1,0,0,1,1,0,0,1,1,1,0
3857,Bolton,Man United,D,1,1,D,15,12,9,6,16,18,7,12,1,2,0,0,7,14,8,7,0,1,0,1,0,1,0,0,1,1,0,1
3858,Newcastle,Stoke,A,1,0,H,11,8,7,2,8,11,3,4,0,1,0,0,8,5,6,8,0,1,0,0,0,1,1,0,0,0,1,1
3859,Wolves,Aston Villa,A,0,1,A,14,10,12,8,15,19,5,4,1,2,0,0,6,6,8,9,0,1,1,1,0,0,0,0,0,1,1,0
3860,Birmingham,Everton,A,0,0,D,6,11,3,6,5,11,6,5,0,0,0,0,7,4,8,7,0,1,1,0,0,0,0,0,0,1,0,1
3861,Stoke,Blackburn,H,0,0,D,18,7,11,4,8,13,8,6,2,3,0,0,7,7,9,7,1,0,0,1,0,0,0,1,0,1,0,1
3862,Sunderland,Man United,D,0,0,D,14,10,8,4,10,6,10,4,1,2,0,0,7,16,7,9,0,0,1,0,0,0,0,0,1,1,0,1
3863,Tottenham,Aston Villa,H,1,1,D,19,13,10,4,12,19,10,4,1,3,0,0,6,8,5,10,0,0,1,0,0,1,0,0,0,1,1,0
3864,West Brom,Bolton,D,0,0,D,17,10,9,5,8,10,7,4,3,2,0,0,8,9,11,10,0,1,1,0,1,0,0,1,0,1,1,0
3865,West Ham,Fulham,D,0,1,A,12,17,5,5,15,8,2,3,3,1,0,0,4,7,13,6,0,1,0,0,1,1,0,1,0,1,1,1
3866,Wigan,Wolves,H,0,0,D,24,2,17,0,9,12,3,3,1,2,0,1,2,7,13,10,0,1,1,1,1,1,0,1,1,0,1,1
3867,Chelsea,Arsenal,H,1,0,H,11,13,6,5,7,12,10,10,1,1,0,0,21,16,2,7,0,0,0,0,1,0,0,0,1,0,0,0
3868,Liverpool,Blackpool,A,0,2,A,19,11,10,7,11,10,5,2,2,1,0,0,6,9,9,14,0,0,0,1,1,1,1,0,0,1,1,0
3869,Man City,Newcastle,H,1,1,D,9,8,5,4,11,13,4,4,3,2,0,0,7,9,2,8,0,1,0,0,0,0,0,0,1,0,1,0
3870,Arsenal,Birmingham,H,1,1,D,18,6,13,4,16,9,7,3,2,2,1,0,16,7,9,10,0,0,1,0,1,1,0,1,1,0,1,0
3871,Aston Villa,Chelsea,D,0,0,D,11,13,5,6,11,11,9,5,4,3,0,0,9,23,12,2,0,1,0,1,0,0,0,0,1,1,0,0
3872,Bolton,Stoke,H,1,0,H,11,8,6,3,10,8,5,6,2,2,1,0,10,8,11,9,0,1,0,1,0,1,1,0,0,0,1,1
3873,Fulham,Tottenham,A,1,1,D,11,14,5,6,9,10,4,11,1,1,0,0,8,8,7,6,0,1,0,1,1,1,0,0,1,1,1,0
3874,Man United,West Brom,D,2,0,H,16,7,9,2,10,7,3,2,1,2,0,0,16,9,9,12,0,0,1,0,1,0,0,1,1,0,0,0
3875,Newcastle,Wigan,D,0,2,A,9,8,4,4,13,14,6,3,2,1,0,0,10,4,10,13,0,1,0,0,0,1,0,1,1,1,1,1
3876,Wolves,West Ham,D,1,0,H,9,9,5,7,10,8,8,3,0,1,0,0,7,5,12,14,0,1,1,1,0,0,0,0,0,0,1,0
3877,Blackpool,Man City,A,0,0,D,16,13,5,8,9,9,3,9,0,2,0,0,11,9,15,3,1,0,0,1,1,0,0,0,0,0,0,1
3878,Everton,Liverpool,H,1,0,H,9,15,6,9,10,9,8,7,2,2,0,0,6,7,7,11,0,0,1,1,1,1,0,0,1,0,1,1
3879,Blackburn,Sunderland,D,0,0,D,9,16,3,7,12,11,5,3,2,1,1,0,7,7,8,7,0,1,0,1,1,0,0,1,0,0,0,0
3880,Birmingham,Blackpool,H,1,0,H,17,14,8,6,8,16,9,10,1,1,0,0,8,13,12,18,0,1,1,0,0,0,1,0,0,1,1,0
3881,Chelsea,Wolves,H,1,0,H,17,12,10,9,8,8,8,8,1,2,0,0,23,8,2,13,0,0,0,0,1,0,0,1,1,0,1,1
3882,Sunderland,Aston Villa,H,1,0,H,13,11,6,7,11,13,4,11,1,2,0,0,7,9,7,12,0,0,1,0,0,0,0,0,0,1,1,0
3883,Tottenham,Everton,D,1,1,D,13,7,8,3,15,14,4,4,3,1,0,0,10,8,7,7,0,0,1,0,0,1,0,0,0,1,0,1
3884,West Brom,Fulham,H,2,1,H,14,9,7,3,3,8,7,5,0,0,0,0,11,9,14,9,0,1,1,0,1,0,0,1,0,1,1,1
3885,West Ham,Newcastle,A,1,1,D,5,13,1,8,12,6,2,6,0,0,0,0,6,12,15,12,0,1,0,0,1,1,0,0,1,0,1,0
3886,Wigan,Bolton,D,0,0,D,15,9,9,2,8,14,5,0,0,2,0,0,6,12,15,12,0,1,1,1,1,1,0,1,0,1,1,0
3887,Liverpool,Blackburn,H,0,0,D,17,4,10,2,17,12,15,4,2,3,0,0,7,7,13,8,0,0,0,1,1,1,0,1,0,1,0,1
3888,Man City,Arsenal,A,0,1,A,9,12,6,8,11,10,6,7,2,4,1,0,12,18,5,10,0,1,0,0,0,0,0,0,1,0,0,0
3889,Stoke,Man United,A,0,1,A,6,12,2,5,6,13,5,6,2,2,0,0,9,18,11,11,1,0,0,1,0,0,0,0,1,1,0,1
3890,Arsenal,West Ham,H,0,0,D,20,6,13,3,14,18,7,4,2,2,0,0,21,7,10,17,0,0,1,0,1,1,0,0,0,0,1,0
3891,Blackburn,Chelsea,A,1,1,D,13,16,6,9,12,14,4,5,2,2,0,0,8,25,10,2,0,1,0,1,1,0,0,0,1,1,0,0
3892,Everton,Stoke,H,0,0,D,18,9,10,1,16,14,6,2,1,1,0,0,9,10,8,13,0,0,1,1,1,1,1,0,0,0,1,1
3893,Fulham,Wigan,H,2,0,H,15,8,9,3,7,12,7,1,0,0,0,0,10,7,11,16,0,1,0,1,1,1,0,1,1,1,1,1
3894,Man United,Tottenham,H,1,0,H,18,11,10,5,12,10,1,4,0,3,0,0,20,11,12,8,0,0,1,0,1,0,0,0,1,1,1,0
3895,Wolves,Man City,H,1,1,D,10,17,6,9,5,14,5,7,1,2,0,0,8,12,15,8,0,1,1,1,0,0,0,0,0,0,0,1
3896,Aston Villa,Birmingham,D,0,0,D,7,10,3,6,13,11,1,4,2,3,0,0,9,10,13,12,0,1,0,1,0,0,0,1,1,0,1,0
3897,Bolton,Liverpool,A,0,0,D,14,10,10,4,15,13,1,4,2,2,0,0,13,9,13,14,0,1,0,1,0,1,0,0,1,0,1,1
3898,Newcastle,Sunderland,H,3,0,H,16,11,12,5,8,18,8,6,3,6,0,1,14,8,13,7,0,1,0,0,0,1,0,1,0,0,0,0
3899,Blackpool,West Brom,H,1,0,H,21,12,8,5,16,13,8,2,2,3,0,2,13,13,20,15,1,0,0,1,1,0,0,1,1,0,0,0
3900,Birmingham,West Ham,D,0,0,D,8,16,5,8,12,14,3,4,0,1,0,0,10,7,12,18,0,1,1,0,0,0,0,0,0,0,1,0
3901,Blackburn,Wigan,H,0,0,D,10,16,3,10,16,15,3,6,0,2,0,0,9,7,12,18,0,1,0,1,1,0,0,1,1,1,1,1
3902,Blackpool,Everton,D,1,1,D,11,20,8,14,14,12,3,7,2,1,0,0,15,10,21,8,1,0,0,1,1,0,0,0,0,1,0,1
3903,Bolton,Tottenham,H,1,0,H,18,11,8,6,13,9,7,6,1,0,0,0,13,11,14,10,0,1,0,1,0,1,0,0,1,1,1,0
3904,Fulham,Aston Villa,D,0,1,A,14,15,10,8,12,4,3,3,1,0,0,0,12,9,11,13,0,1,0,1,1,1,0,0,0,1,1,0
3905,Man United,Wolves,H,1,0,H,14,8,10,6,6,11,3,2,1,0,0,0,22,10,12,16,0,0,1,0,1,0,0,1,1,0,1,1
3906,Sunderland,Stoke,H,1,0,H,14,11,7,5,10,13,6,9,0,5,0,0,9,10,12,14,0,0,1,0,0,0,1,0,0,0,1,1
3907,Arsenal,Newcastle,A,0,1,A,11,7,8,2,16,12,12,2,3,1,1,0,22,19,10,14,0,0,1,0,1,1,0,0,1,0,1,0
3908,Liverpool,Chelsea,H,2,0,H,9,11,7,7,15,17,2,5,0,2,0,0,10,27,14,3,0,0,0,1,1,1,0,0,1,1,0,0
3909,West Brom,Man City,A,0,2,A,13,9,7,5,15,16,6,1,3,4,1,1,14,13,17,10,0,1,1,0,1,0,0,0,0,0,0,1
3910,Stoke,Birmingham,H,1,0,H,19,14,12,10,6,8,10,4,0,0,0,0,10,12,16,14,1,0,0,1,0,0,0,1,1,0,1,0
3911,Tottenham,Sunderland,D,0,0,D,20,8,12,4,6,15,17,3,2,1,0,0,13,11,14,12,0,0,1,0,0,1,0,1,0,0,0,0
3912,Aston Villa,Blackpool,H,1,1,D,19,12,12,6,7,10,11,8,2,3,0,0,10,17,14,23,0,1,0,1,0,0,1,0,0,1,1,0
3913,Chelsea,Fulham,H,1,0,H,19,5,10,3,14,15,4,4,2,0,1,0,27,13,5,12,0,0,0,0,1,0,0,1,0,1,1,1
3914,Everton,Bolton,D,0,0,D,23,10,12,5,8,12,15,10,0,3,1,0,12,17,10,16,0,0,1,1,1,1,0,1,0,1,1,0
3915,Man City,Man United,D,0,0,D,6,7,4,4,10,12,8,5,0,2,0,0,15,24,10,13,0,1,0,0,0,0,0,0,1,1,0,1
3916,Newcastle,Blackburn,A,0,1,A,9,7,3,5,16,15,4,1,3,4,0,0,20,11,14,13,0,1,0,0,0,1,0,1,0,1,0,1
3917,West Ham,West Brom,D,1,1,D,8,14,5,6,13,5,6,7,3,0,0,0,9,14,20,19,0,1,0,0,1,1,0,1,1,0,0,0
3918,Wigan,Liverpool,D,0,1,A,10,8,8,3,7,10,5,4,0,2,0,0,8,12,20,14,0,1,1,1,1,1,0,0,1,0,1,1
3919,Wolves,Arsenal,A,0,1,A,14,12,7,8,7,14,5,2,1,2,0,0,11,22,18,11,0,1,1,1,0,0,0,0,1,0,0,0
3920,Aston Villa,Man United,D,0,0,D,12,16,6,10,11,9,9,7,3,4,0,0,13,24,16,13,0,1,0,1,0,0,0,0,1,1,0,1
3921,Man City,Birmingham,D,0,0,D,21,5,11,3,15,11,6,4,2,0,0,0,15,14,10,17,0,1,0,0,0,0,0,1,1,0,1,0
3922,Newcastle,Fulham,D,0,0,D,13,10,7,8,11,19,5,5,2,2,0,0,21,13,16,13,0,1,0,0,0,1,0,1,0,1,1,1
3923,Stoke,Liverpool,H,0,0,D,14,10,7,6,14,10,4,3,2,3,0,1,13,13,18,15,1,0,0,1,0,0,0,0,1,0,1,1
3924,Tottenham,Blackburn,H,2,0,H,20,12,12,8,11,11,12,6,2,2,0,0,14,13,15,14,0,0,1,0,0,1,0,1,0,1,0,1
3925,West Ham,Blackpool,D,0,0,D,17,16,4,5,7,7,8,7,0,1,0,0,11,19,22,26,0,1,0,0,1,1,1,0,0,1,1,0
3926,Wigan,West Brom,H,0,0,D,13,12,4,6,13,13,5,5,1,1,0,0,9,16,21,21,0,1,1,1,1,1,0,1,1,0,0,0
3927,Wolves,Bolton,A,0,1,A,10,13,6,7,10,10,12,3,1,0,0,0,11,18,20,17,0,1,1,1,0,0,0,1,0,1,1,0
3928,Chelsea,Sunderland,A,0,1,A,14,19,7,9,9,13,6,3,1,2,0,0,28,12,5,13,0,0,0,0,1,0,0,1,0,0,0,0
3929,Everton,Arsenal,A,0,1,A,14,13,7,8,15,14,9,2,2,2,0,0,13,24,11,11,0,0,1,1,1,1,0,0,1,0,0,0
3930,Arsenal,Tottenham,A,2,0,H,12,10,7,6,17,16,2,6,3,1,0,0,26,18,12,17,0,0,1,0,1,1,0,0,1,1,1,0
3931,Birmingham,Chelsea,H,1,0,H,1,24,1,9,9,2,4,14,2,0,0,0,14,28,17,8,0,1,1,0,0,0,0,0,1,1,0,0
3932,Blackpool,Wolves,H,2,0,H,13,19,9,10,7,9,4,11,0,2,0,0,19,13,26,23,1,0,0,1,1,0,0,1,1,0,1,1
3933,Bolton,Newcastle,H,2,0,H,18,6,9,1,13,9,2,3,0,2,0,1,21,21,19,16,0,1,0,1,0,1,0,0,1,0,1,0
3934,Liverpool,West Ham,H,3,0,H,19,6,11,1,8,8,10,2,0,1,0,0,13,11,17,22,0,0,0,1,1,1,0,0,0,0,1,0
3935,Man United,Wigan,H,1,0,H,17,10,12,4,10,14,11,1,0,2,0,2,26,10,15,21,0,0,1,0,1,0,0,1,1,1,1,1
3936,West Brom,Stoke,A,0,0,D,15,6,8,4,10,9,8,3,0,0,0,0,16,15,22,18,0,1,1,0,1,0,1,0,0,0,1,1
3937,Blackburn,Aston Villa,H,1,0,H,14,16,5,11,15,10,5,8,0,1,0,0,15,15,18,18,0,1,0,1,1,0,0,0,0,1,1,0
3938,Fulham,Man City,A,0,3,A,9,11,3,8,13,16,7,7,2,1,0,0,13,15,13,10,0,1,0,1,1,1,0,0,0,0,0,1
3939,Sunderland,Everton,D,1,1,D,13,10,8,8,5,7,4,4,0,2,0,0,15,14,13,13,0,0,1,0,0,0,0,0,0,1,0,1
3940,Aston Villa,Arsenal,A,0,2,A,6,17,4,10,10,7,3,8,1,1,0,0,15,28,20,15,0,1,0,1,0,0,0,0,1,0,0,0
3941,Bolton,Blackpool,D,0,1,A,24,16,14,10,8,14,4,4,2,2,0,0,26,21,20,27,0,1,0,1,0,1,1,0,0,1,1,0
3942,Everton,West Brom,A,1,2,A,12,7,4,3,11,18,2,2,1,3,1,1,16,16,15,25,0,0,1,1,1,1,0,1,1,0,0,0
3943,Fulham,Birmingham,D,0,1,A,11,7,7,3,10,9,7,4,1,0,0,0,14,15,17,17,0,1,0,1,1,1,0,1,1,0,1,0
3944,Man United,Blackburn,H,3,0,H,15,3,11,2,6,6,5,2,0,2,0,0,28,17,15,18,0,0,1,0,1,0,0,1,0,1,0,1
3945,Stoke,Man City,D,0,0,D,16,9,9,4,8,10,6,2,2,2,0,0,18,19,18,11,1,0,0,1,0,0,0,0,0,0,0,1
3946,West Ham,Wigan,H,1,0,H,15,10,9,10,8,8,7,2,0,0,0,0,11,10,25,23,0,1,0,0,1,1,0,1,1,1,1,1
3947,Wolves,Sunderland,H,0,0,D,14,15,8,9,11,10,11,5,2,3,0,0,14,17,25,15,0,1,1,1,0,0,0,1,0,0,0,0
3948,Newcastle,Chelsea,D,1,1,D,5,17,3,13,9,11,6,7,2,1,0,0,22,28,21,9,0,1,0,0,0,1,0,0,1,1,0,0
3949,Tottenham,Liverpool,H,0,1,A,20,12,13,8,6,16,5,8,0,5,0,0,21,16,19,17,0,0,1,0,0,1,0,0,1,0,1,1
3950,Arsenal,Fulham,H,1,1,D,15,11,9,7,7,5,3,7,0,0,0,0,32,15,17,18,0,0,1,0,1,1,0,1,0,1,1,1
3951,Birmingham,Tottenham,D,0,1,A,13,10,5,5,14,7,6,11,1,1,0,0,16,23,18,20,0,1,1,0,0,0,0,0,1,1,1,0
3952,Blackburn,Wolves,H,2,0,H,10,10,7,7,9,11,8,11,0,2,0,0,18,17,25,27,0,1,0,1,1,0,0,1,1,0,1,1
3953,Chelsea,Everton,D,1,0,H,12,16,5,7,7,11,7,2,1,4,0,0,29,17,10,19,0,0,0,0,1,0,0,0,0,1,0,1
3954,Man City,Bolton,H,1,0,H,19,7,10,2,12,18,8,8,3,2,1,0,20,28,12,22,0,1,0,0,0,0,0,1,0,1,1,0
3955,Wigan,Stoke,D,2,2,D,15,11,8,7,11,10,5,4,1,4,0,0,11,19,26,19,0,1,1,1,1,1,1,0,0,0,1,1
3956,Sunderland,West Ham,H,1,0,H,17,8,12,2,6,8,9,3,1,3,0,0,19,14,18,26,0,0,1,0,0,0,0,0,0,0,1,0
3957,West Brom,Newcastle,H,1,0,H,20,11,12,7,11,9,7,3,0,5,0,0,20,23,26,22,0,1,1,0,1,0,0,0,1,0,1,0
3958,Liverpool,Aston Villa,H,2,0,H,12,5,7,2,12,13,4,3,0,1,0,0,17,17,19,24,0,0,0,1,1,1,0,0,0,1,1,0
3959,Aston Villa,West Brom,H,1,0,H,6,11,3,4,8,14,6,13,0,2,0,0,17,20,24,26,0,1,0,1,0,0,0,1,1,0,0,0
3960,Everton,Wigan,D,0,0,D,16,5,8,4,13,18,9,4,2,4,0,0,18,13,20,28,0,0,1,1,1,1,0,1,1,1,1,1
3961,Fulham,Sunderland,D,0,0,D,14,11,13,2,14,10,4,3,0,1,0,0,16,20,20,18,0,1,0,1,1,1,0,1,0,0,0,0
3962,Newcastle,Liverpool,H,1,0,H,8,16,5,7,19,13,2,5,2,1,0,0,24,20,25,19,0,1,0,0,0,1,0,0,1,0,1,1
3963,Stoke,Blackpool,A,0,0,D,16,10,5,5,12,11,10,4,0,2,0,0,21,24,21,29,1,0,0,1,0,0,1,0,0,1,1,0
3964,West Ham,Man City,A,0,1,A,13,12,3,7,10,13,2,6,1,3,0,0,14,21,27,12,0,1,0,0,1,1,0,0,0,0,0,1
3965,Bolton,Blackburn,H,0,0,D,12,16,7,11,12,13,3,10,4,3,1,0,28,21,23,25,0,1,0,1,0,1,0,1,0,1,0,1
3966,Tottenham,Chelsea,D,1,0,H,10,13,3,7,9,13,1,7,2,2,0,0,24,30,21,11,0,0,1,0,0,1,0,0,1,1,0,0
3967,Wolves,Birmingham,H,1,0,H,14,3,9,0,9,15,7,2,2,4,0,0,17,17,30,19,0,1,1,1,0,0,0,1,1,0,1,0
3968,Man United,Arsenal,H,1,0,H,14,11,10,6,7,16,5,4,0,4,0,0,36,34,16,18,0,0,1,0,1,0,0,0,1,0,0,0
3969,Blackburn,West Ham,D,0,0,D,13,11,5,3,12,10,9,4,2,3,0,0,21,14,25,27,0,1,0,1,1,0,0,0,0,0,1,0
3970,Sunderland,Bolton,H,1,0,H,13,12,5,8,6,13,2,5,1,3,0,0,20,30,18,24,0,0,1,0,0,0,0,1,0,1,1,0
3971,Man City,Everton,A,0,2,A,25,4,15,3,8,13,11,0,3,2,1,1,24,18,13,20,0,1,0,0,0,0,0,0,0,1,0,1
3972,Aston Villa,Tottenham,A,0,1,A,26,13,15,8,13,11,8,4,3,3,0,1,19,25,28,22,0,1,0,1,0,0,0,0,1,1,1,0
3973,Blackburn,Stoke,A,0,0,D,12,11,8,9,12,20,5,3,1,4,0,0,22,21,27,22,0,1,0,1,1,0,1,0,0,0,1,1
3974,Bolton,West Brom,H,1,0,H,12,15,8,9,8,8,5,7,1,1,0,0,30,24,24,29,0,1,0,1,0,1,0,1,1,0,0,0
3975,Fulham,West Ham,A,1,2,A,13,10,6,7,12,10,8,4,1,1,0,0,16,15,20,30,0,1,0,1,1,1,0,0,0,0,1,0
